Name,FromYear,ToYear,Area,Type,Wikipedia,Wikidata,SeshatID,Components,MemberOf,CentroidLon,CentroidLat
Kingdom of Belgium,1885,1899,46249.059752344496,POLITY,Belgium,,,,,6.6465,36.6571
Sultanate of Brunei,1885,1889,12045.570852976014,POLITY,Bruneian Sultanate (1368-1888),,,,,114.7456,4.4347
Argentine Confederation,1885,1904,2793356.537927383,POLITY,Argentine Confederation,,,,,-65.2838,-35.5071
(Ottoman Empire),1885,1894,2182032.4430867354,POLITY,Ottoman Empire,,tr_ottoman_emp_4,Ottoman Empire,,37.9194,32.6924
British Raj,1885,1889,4816230.175096621,POLITY,British Raj,,gb_british_emp_2,,(British Empire),80.2021,23.5269
German Empire,1885,1889,812217.466286322,POLITY,German Empire,,de_hohenzollern_3,,,42.4508,39.0276
Ottoman Empire,1885,1894,2182032.4430867354,POLITY,Ottoman Empire,,tr_ottoman_emp_4,,(Ottoman Empire),37.9194,32.6924
Morocco,1885,1889,358262.55748578167,POLITY,Morocco,,,,,-6.2694,32.1104
Kingdom of Italy,1885,1904,277673.7859887277,POLITY,Kingdom of Italy,,it_italian_k,,(Kingdom of Italy),12.178,42.4589
Empire of Brazil,1885,1889,8357043.242554165,POLITY,Empire of Brazil,,br_brazil_emp,,,-52.7941,-10.8696
Montenegro,1885,1910,8889.22064487214,POLITY,Montenegro,,,,,19.1289,42.74
Emirate of Nejd,1885,1889,267520.73690353293,POLITY,Emirate of Nejd,,,,,45.0456,24.0786
Kingdom of Spain,1885,1889,1044183.4560643176,POLITY,Spain,,es_spanish_emp_3,,(Spanish Empire);(Kingdom of Spain),23.4851,28.9059
Russian Empire,1885,1894,22112637.631616022,POLITY,Russian Empire,,ru_romanov_dyn_2,,,90.5439,59.4095
(Spanish Empire),1885,1889,1044183.4560643176,POLITY,Spanish Empire,,es_spanish_emp_3,Kingdom of Spain;(Kingdom of Spain),,23.4851,28.9059
Bornu Empire,1885,1889,228331.1806702889,POLITY,Kanem-Bornu Empire,,,,,14.401,12.779
Nieuwe Republiek,1885,1889,10205.400806392554,POLITY,Nieuwe Republiek,,,,,32.2435,-27.3832
Kingdom of Luang Phrabang,1885,1889,147934.21620347298,POLITY,Luang Prabang,,,,,102.8387,20.3829
People's Republic of Zanzibar,1885,1889,28456.1178797618,POLITY,People's Republic of Zanzibar,,,,,39.0364,-6.0144
Kingdom of Champasak,1885,1889,36636.899482395784,POLITY,Champasak,,,,,106.6183,15.2546
Republic of Chile,1885,1904,731612.5412584996,POLITY,Chile,,ch_chile_rep_1,,,-71.7543,-39.8518
(Qing Dynasty),1885,1889,11152672.419903342,POLITY,Qing dynasty,,,Qing Dynasty,,103.7069,38.3783
(Second French Empire),1885,1889,2357618.1373839416,POLITY,Second French Empire,,,(French Third Republic);French Third Republic;French Indochina;Second French Empire;French Africa,,15.7899,27.6172
Swaziland,1885,1894,17181.21430150593,POLITY,Eswatini,,,,,31.3843,-26.5832
Pahang Sultanate,1885,1889,41046.48518426239,POLITY,Pahang Sultanate,,,,,102.5236,3.7888
Bolivia,1885,1904,1575361.4902055906,POLITY,Bolivia,,bo_boliva_rep,,,-64.7826,-17.1834
First Hellenic Republic,1885,1907,62733.04918870665,POLITY,First Hellenic Republic,,,,,22.2944,38.4865
Ottoman Tripolitania,1885,1894,881820.8213304057,POLITY,Ottoman Tripolitania,,,,,16.484,28.6371
(Kingdom of Spain),1885,1889,1044183.4560643176,POLITY,Spain,,,Kingdom of Spain,(Spanish Empire),23.4851,28.9059
Majeerteen Sultanate,1885,1889,91108.6489666393,POLITY,Majeerteen Sultanate,,,,,49.7939,9.5898
Principality of Bulgaria,1885,1911,99673.81586176257,POLITY,Principality of Bulgaria,,,,,25.319,42.868
(British Empire),1885,1889,20014360.147798505,POLITY,British Empire,,gb_british_emp_2,Kingdom of Great Britain;British Africa;British Colonial Empire;Trucial States;British Raj,,41.4542,12.9068
Rattanakosin Kingdom,1885,1889,672469.9484649919,POLITY,Rattanakosin Kingdom (1782–1932),,,,,101.6977,15.1608
Talpur Dynasty,1885,1889,50115.1850980205,POLITY,Talpur dynasty,,,,,73.5284,36.1833
Emirate of Jabal Shammar,1885,1889,222014.9834929777,POLITY,Emirate of Jabal Shammar,,,,,43.2644,26.8325
French Indochina,1885,1889,443580.28862522996,POLITY,French Indochina,,,,(Second French Empire),109.0913,12.7903
Qing Dynasty,1885,1889,11152672.419903342,POLITY,Qing dynasty,,,,(Qing Dynasty),103.7069,38.3783
South African Republic,1885,1889,291593.9200439568,POLITY,South African Republic,,,,,28.8202,-25.1242
Free Orange State,1885,1897,132191.36378058384,POLITY,Orange Free State,,,,,26.6991,-28.7153
Republic of Liberia,1885,1894,100595.70395852989,POLITY,Liberia,,,,,-9.3301,6.4252
Greenland,1885,1894,105296.9166404789,POLITY,Greenland,,,,,-50.1167,64.5418
Sultanate of Bima,1885,1889,7659.450547976961,POLITY,Bima Sultanate,,,,,120.1287,-8.5864
Kingdom of Sarawak,1885,1889,80208.39986243365,POLITY,Raj of Sarawak,,,,,112.3991,2.4399
Ashanti Empire,1885,1889,153506.10812168143,POLITY,Ashanti Empire,,gh_ashanti_emp,,,-1.8627,6.9111
French Africa,1885,1889,1285290.5016249726,POLITY,French Africa,,,,(Second French Empire),-2.6476,23.5134
(Kingdom of Italy),1885,1904,277673.7859887277,POLITY,Kingdom of Italy,,it_italian_k,Kingdom of Italy,,12.178,42.4589
Serbs,1885,1910,49695.61714291018,POLITY,Serbs,,,,,21.0965,43.8779
(Netherlands),1885,1889,1302933.5827019794,POLITY,Netherlands,,nl_dutch_emp_2,Netherlands;Dutch East Indies,,114.0512,-0.4091
Natalia Republic,1885,1897,36380.65460943921,POLITY,Natalia Republic,,,,,30.1302,-29.0979
Zululand,1885,1894,25039.225131108524,POLITY,Zululand,,,,,31.3427,-28.2677
Republic of Peru,1885,1925,1297258.5192488364,POLITY,Peru,,,,,-74.5214,-9.0438
British Colonial Empire,1885,1889,10020745.040096667,POLITY,British Empire,,gb_british_emp_2,,(British Empire),33.3269,9.2348
Kingdom of Lunda,1885,1889,109197.40225060523,POLITY,Kingdom of Lunda,,cg_lunda_k,,,14.395,-6.4178
British Africa,1885,1889,4747263.8908688,POLITY,Scramble for Africa,,gb_british_emp_2,,(British Empire),26.8638,6.3006
German Africa,1885,1889,802967.9126251643,POLITY,German colonization of Africa,,,,,16.6341,-21.7616
Kingdom of Spain,1890,1894,1294074.6033185269,POLITY,Spain,,es_spanish_emp_3,,(Spanish Empire);(Kingdom of Spain),16.8868,28.1626
Emirate of Nejd,1890,1894,114136.47319942238,POLITY,Emirate of Nejd,,,,,47.2002,25.1856
Bornu Empire,1890,1894,228331.1806702889,POLITY,Kanem-Bornu Empire,,,,,14.401,12.779
Italian Africa,1890,1894,270644.80249543185,POLITY,Italian Empire,,,,,43.9807,11.0818
(Spanish Empire),1890,1894,1294074.6033185269,POLITY,Spanish Empire,,es_spanish_emp_3,Kingdom of Spain;(Kingdom of Spain),,16.8868,28.1626
New Hebrides,1890,1978,16885.23990625085,POLITY,New Hebrides,,,,,167.6197,-16.229
Kingdom of Luang Phrabang,1890,1894,124326.85139754097,POLITY,Luang Prabang,,,,,102.4318,20.0228
Mexico,1890,1910,1995099.3388351817,POLITY,Mexico,,mx_mexico_1,,(Mexico),-102.478,23.9111
Kingdom of Champasak,1890,1894,36636.899482395784,POLITY,Champasak,,,,,106.6183,15.2546
(Qing Dynasty),1890,1894,11152807.063766014,POLITY,Qing dynasty,,,Qing Dynasty,,103.7069,38.3782
(Second French Empire),1890,1894,2434988.299052719,POLITY,Second French Empire,,,(French Third Republic);French Third Republic;French Indochina;Second French Empire;French Africa,,17.1047,27.2599
Kingdom of Hawaï'i,1890,1894,24849.713022163884,POLITY,Hawaiian Kingdom,,us_hawaii_k,,,-156.7437,20.5248
Dutch East Indies,1890,1894,1270505.015000176,POLITY,Dutch East Indies,,nl_dutch_emp_2,,(Netherlands),119.7225,-3.1903
Kingdom of Portugal,1890,1894,1426222.1388038225,POLITY,Kingdom of Portugal,,,,,17.5515,-7.1142
Ethiopian Empire,1890,1894,333367.420338569,POLITY,Ethiopian Empire,,,,,38.4036,11.0553
Trucial States,1890,1894,73445.40788823129,POLITY,Trucial States,,gb_british_emp_2,,(British Empire),54.2115,23.7824
German Empire,1890,1897,848316.1935533864,POLITY,German Empire,,de_hohenzollern_3,,,46.0507,37.555
Kingdom of Great Britain,1890,1894,665539.1491905568,POLITY,Great Britain,,gb_british_emp_2,,(British Empire),15.3078,40.2818
British Raj,1890,1894,4823718.703357228,POLITY,British Raj,,gb_british_emp_2,,(British Empire),80.2152,23.5334
Luxembourg,1890,1914,2404.9732825660226,POLITY,Luxembourg,,,,,6.0544,49.7938
Brazilian Republic,1890,1904,8357043.242554165,POLITY,Brazil,,,,,-52.7941,-10.8696
(Mexico),1890,1910,1995099.3388351817,POLITY,Mexico,,mx_mexico_1,Mexico,,-102.478,23.9111
Morocco,1890,1904,358421.5458761368,POLITY,Morocco,,,,,-6.2701,32.1088
House of Khalifa,1890,1894,881.4812923216026,POLITY,House of Khalifa,,,,,50.5593,26.0807
Kelantan,1890,1899,8210.836784587676,POLITY,Kelantan,,,,,102.0405,5.4733
Kingdom of Sarawak,1890,1894,85183.85487085498,POLITY,Raj of Sarawak,,,,,112.5406,2.5362
Ashanti Empire,1890,1894,152414.49891262397,POLITY,Ashanti Empire,,gh_ashanti_emp,,,-1.8572,6.9213
French Africa,1890,1894,1326459.3217466604,POLITY,French Africa,,,,(Second French Empire),-1.9085,23.0957
(Netherlands),1890,1894,1309016.7922266575,POLITY,Netherlands,,nl_dutch_emp_2,Netherlands;Dutch East Indies,,114.389,-0.6004
Kingdom of Bhutan,1890,1911,40345.46373552684,POLITY,Bhutan,,,,,90.4675,27.4161
Nepal,1890,2023,148575.0048486151,POLITY,Nepal,,,,,83.9592,28.2477
British Africa,1890,1894,3311568.6164168785,POLITY,Scramble for Africa,,gb_british_emp_2,,(British Empire),26.249,-3.5312
German Africa,1890,1894,1061801.8935553783,POLITY,German colonization of Africa,,,,,16.2254,-17.0317
British Colonial Empire,1890,1894,12257586.123316824,POLITY,British Empire,,gb_british_emp_2,,(British Empire),48.6714,2.9892
(Kingdom of Spain),1890,1894,1294074.6033185269,POLITY,Spain,,,Kingdom of Spain,(Spanish Empire),16.8868,28.1626
United States of America,1890,1897,9402944.022447865,POLITY,United States,,,,(United States of America),-113.3068,45.8859
Negeri Sembilan,1890,1894,2158.6727556787187,POLITY,Negeri Sembilan,,,,,102.4047,2.5969
Sultanate of Hobyo,1890,1894,107741.35993171601,POLITY,Sultanate of Hobyo,,,,,47.0642,6.0329
Wadai Empire,1890,1894,279886.23124895664,POLITY,Wadai Empire,,,,,19.6274,13.0237
Belgian Congo,1890,1894,1824345.5253847966,POLITY,Belgian Congo,,,,,22.6878,-1.3712
Talpur Dynasty,1890,1894,50115.1850980205,POLITY,Talpur dynasty,,,,,73.5284,36.1833
Emirate of Jabal Shammar,1890,1894,375103.156812826,POLITY,Emirate of Jabal Shammar,,,,,43.3215,25.3929
Rattanakosin Kingdom,1890,1894,659741.3278611623,POLITY,Rattanakosin Kingdom (1782–1932),,,,,101.7119,15.0491
Mahdist State,1890,1894,2327192.0283908383,POLITY,Mahdist State,,,,,29.7302,13.7919
(British Empire),1890,1894,21131858.00016973,POLITY,British Empire,,gb_british_emp_2,Kingdom of Great Britain;British Africa;British Colonial Empire;Trucial States;British Raj,,50.846,7.7621
French Indochina,1890,1894,479781.63017232035,POLITY,French Indochina,,,,(Second French Empire),108.6611,13.4859
Qing Dynasty,1890,1894,11152807.063766014,POLITY,Qing dynasty,,,,(Qing Dynasty),103.7069,38.3782
South African Republic,1890,1894,300461.94964049984,POLITY,South African Republic,,,,,28.9318,-25.2146
(United States of America),1890,1897,9402944.022447865,POLITY,United States,,,United States of America,,-113.3068,45.8859
Rattanakosin Kingdom,1895,1904,613025.4911355802,POLITY,Rattanakosin Kingdom (1782–1932),,,,,101.3787,14.8942
Mahdist State,1895,1897,2302663.425997526,POLITY,Mahdist State,,,,,29.7205,13.8983
(British Empire),1895,1897,22983565.616927244,POLITY,British Empire,,gb_british_emp_2,Kingdom of Great Britain;British Colonial Empire;British Africa;British Raj,,50.286,6.9107
Emirate of Jabal Shammar,1895,1904,674959.8794521841,POLITY,Emirate of Jabal Shammar,,,,,44.2578,25.3854
Belgian Congo,1895,1897,2281347.3724751314,POLITY,Belgian Congo,,,,,23.4295,-2.9441
French Indochina,1895,1897,696642.8653209986,POLITY,French Indochina,,,,(Second French Empire),106.5173,13.8115
Republic of Liberia,1895,2023,99562.61354748743,POLITY,Liberia,,,,,-9.3446,6.4257
Qing Dynasty,1895,1897,11108679.448464064,POLITY,Qing dynasty,,,,(Qing Dynasty),103.6478,38.4237
South African Republic,1895,1897,316915.72092371376,POLITY,South African Republic,,,,,29.0599,-25.2915
Greenland,1895,1907,105747.94862665674,POLITY,Greenland,,,,,-50.1485,64.5902
Ottoman Tripolitania,1895,1904,881420.8964503433,POLITY,Ottoman Tripolitania,,,,,16.49,28.637
(Kingdom of Spain),1895,1897,1238532.8966697443,POLITY,Spain,,,Kingdom of Spain,(Spanish Empire),20.8265,28.4637
Republic of Nicaragua,1895,1897,132493.14938574538,POLITY,Nicaragua,,,,,-84.9918,12.8245
Sultanate of Jambi,1895,1899,27149.46683291519,POLITY,Jambi Sultanate,,,,,103.1942,-1.411
Wadai Empire,1895,1904,279124.7718962001,POLITY,Wadai Empire,,,,,19.6187,13.0316
(Netherlands),1895,1897,1649978.7823479103,POLITY,Netherlands,,nl_dutch_emp_2,Netherlands;Dutch East Indies,,52.8117,33.1403
Zululand,1895,1897,25066.215457882638,POLITY,Zululand,,,,,31.3435,-28.2671
British Colonial Empire,1895,1897,12452748.604411649,POLITY,British Empire,,gb_british_emp_2,,(British Empire),49.6017,2.96
British Africa,1895,1897,4917006.508638037,POLITY,Scramble for Africa,,gb_british_emp_2,,(British Empire),28.0445,-4.4997
German Africa,1895,1897,2105247.2852634625,POLITY,German colonization of Africa,,,,,23.1086,-10.9428
Ashanti Empire,1895,1897,120873.69381325528,POLITY,Ashanti Empire,,gh_ashanti_emp,,,-1.4845,6.8781
(Empire of Japan),1895,1897,472162.21124883636,POLITY,Empire of Japan,,jp_japanese_emp,Empire of Japan,,136.9043,36.8209
French Africa,1895,1897,3631761.0269950097,POLITY,French Africa,,,,(Second French Empire),4.4985,15.6077
Cuban Nationalists,1895,1897,56428.02503155496,POLITY,Fidel Castro,,,,,-76.6506,20.8035
Qajar Dynasty,1895,1897,1780919.2766292098,POLITY,Qajar dynasty,,ir_qajar_dyn,,,116.9965,-2.1874
Kingdom of Great Britain,1895,1904,740000.2764929283,POLITY,Great Britain,,gb_british_emp_2,,(British Empire),18.4738,38.9401
British Raj,1895,1910,4873810.227384629,POLITY,British Raj,,gb_british_emp_2,,(British Empire),80.1378,23.6797
(Ottoman Empire),1895,1899,2181435.0683584106,POLITY,Ottoman Empire,,tr_ottoman_emp_4,Ottoman Empire,,37.9185,32.6929
Ottoman Empire,1895,1899,2181435.0683584106,POLITY,Ottoman Empire,,tr_ottoman_emp_4,,(Ottoman Empire),37.9185,32.6929
Republic of Hawai'i,1895,1897,24849.713022163884,POLITY,Republic of Hawaii,,,,,-156.7437,20.5248
Joseon,1895,1897,231753.44122018982,POLITY,Joseon,,,,,127.4567,38.4628
Qatar Dynasty,1895,1899,5471.6504954654465,POLITY,Qatar,,,,,56.1665,25.4262
Dutch East Indies,1895,1897,1611467.0051214288,POLITY,Dutch East Indies,,nl_dutch_emp_2,,(Netherlands),54.3608,32.5138
Kingdom of Portugal,1895,1910,1941263.7090781413,POLITY,Kingdom of Portugal,,,,,22.1333,-10.2613
Ethiopian Empire,1895,1897,683445.251890935,POLITY,Ethiopian Empire,,,,,39.1989,9.5118
Empire of Japan,1895,1897,472162.21124883636,POLITY,Empire of Japan,,jp_japanese_emp,,(Empire of Japan),136.9043,36.8209
(Qing Dynasty),1895,1897,11108679.448464064,POLITY,Qing dynasty,,,Qing Dynasty,,103.6478,38.4237
Portuguese Colonies,1895,1897,24389.146280951132,POLITY,Portuguese Empire,,,,,114.1043,-2.7532
Merina Kingdom,1895,1897,426716.10424690146,POLITY,Merina Kingdom,,,,,47.2811,-18.4416
(Second French Empire),1895,1897,4957151.239449748,POLITY,Second French Empire,,,(French Third Republic);French Third Republic;French Indochina;Second French Empire;French Africa,,16.9243,19.6016
Sokoto Caliphate,1895,1899,794624.2005481926,POLITY,Sokoto Caliphate,,,,,8.7875,10.8065
Emirate of Nejd,1895,1904,52.53450167630086,POLITY,Emirate of Nejd,,,,,40.5714,28.7974
Kingdom of Spain,1895,1897,1238532.8966697443,POLITY,Spain,,es_spanish_emp_3,,(Spanish Empire);(Kingdom of Spain),20.8265,28.4637
Italian Africa,1895,1899,592593.7765998242,POLITY,Italian Empire,,,,,44.1443,6.9495
(Spanish Empire),1895,1897,1238532.8966697443,POLITY,Spanish Empire,,es_spanish_emp_3,Kingdom of Spain;(Kingdom of Spain),,20.8265,28.4637
Russian Empire,1895,1897,22158478.632697336,POLITY,Russian Empire,,ru_romanov_dyn_2,,,90.7518,59.4727
Honduras,1895,2023,114697.99509315914,POLITY,Honduras,,,,,-86.5342,14.8253
Sultanate of Kedah,1895,1907,9671.127658547415,POLITY,Kedah Sultanate,,,,,100.6295,5.8848
Emirate of Afghanistan,1895,1917,643906.4319646532,POLITY,Emirate of Afghanistan,,af_afghanistan_emirate,,,66.05,33.8347
South African Republic,1898,1899,316467.9233119084,POLITY,South African Republic,,,,,29.0578,-25.2878
Qing Dynasty,1898,1899,11105710.50369012,POLITY,Qing dynasty,,,,(Qing Dynasty),103.6435,38.424
Free Orange State,1898,1899,132191.36378058384,POLITY,Orange Free State,,,,,26.6991,-28.7153
(United States of America),1898,1899,9435727.634600913,POLITY,United States,,,United States of America,,-113.2757,45.819
(British Empire),1898,1899,23167767.26441283,POLITY,British Empire,,gb_british_emp_2,Kingdom of Great Britain;British Colonial Empire;British Africa;British Raj,,49.998,6.9462
Mahdist State,1898,1899,2241968.4661839106,POLITY,Mahdist State,,,,,29.6515,13.7694
Belgian Congo,1898,1899,2281001.784047513,POLITY,Belgian Congo,,,,,23.4286,-2.9442
French Indochina,1898,1899,696732.748321002,POLITY,French Indochina,,,,(Second French Empire),106.5104,13.7999
Sultanate of Oman,1898,1899,118671.89601946539,POLITY,Oman,,,,,57.5425,22.7553
(Kingdom of Spain),1898,1899,1230143.1304879505,POLITY,Spain,,,Kingdom of Spain,(Spanish Empire),20.4624,28.5426
United States of America,1898,1899,9435727.634600913,POLITY,United States,,,,(United States of America),-113.2757,45.819
Republic of Nicaragua,1898,2023,132579.55811194298,POLITY,Nicaragua,,,,,-84.9931,12.8241
British Colonial Empire,1898,1899,12456305.211356957,POLITY,British Empire,,gb_british_emp_2,,(British Empire),49.574,2.9757
German Africa,1898,1899,2130782.6970188436,POLITY,German colonization of Africa,,,,,23.1838,-10.8383
British Africa,1898,1899,5097651.549178325,POLITY,Scramble for Africa,,gb_british_emp_2,,(British Empire),27.4332,-3.9752
(Netherlands),1898,1904,1806700.281839006,POLITY,Netherlands,,nl_dutch_emp_2,Netherlands;Dutch East Indies,,113.7629,-0.6459
Natalia Republic,1898,1899,61946.90354468863,POLITY,Natalia Republic,,,,,30.6218,-28.7548
(Empire of Japan),1898,1899,468469.9002383171,POLITY,Empire of Japan,,jp_japanese_emp,Empire of Japan,,137.0247,36.8027
French Africa,1898,1899,4247887.766732922,POLITY,French Africa,,,,(Second French Empire),10.5947,10.5433
Qajar Dynasty,1898,1904,1624311.8772313145,POLITY,Qajar dynasty,,ir_qajar_dyn,,,54.3331,32.5302
Cuban Nationalists,1898,1899,56921.298529740685,POLITY,Fidel Castro,,,,,-76.658,20.8126
Korean Empire,1898,1899,231753.44122018982,POLITY,Korean Empire,,,,,127.4567,38.4628
German Empire,1898,1899,813830.5638332708,POLITY,German Empire,,de_hohenzollern_3,,,42.5857,39.0237
Ethiopian Empire,1898,1899,720269.7114562399,POLITY,Ethiopian Empire,,,,,39.122,9.3678
Dutch East Indies,1898,1904,1768188.5046125248,POLITY,Dutch East Indies,,nl_dutch_emp_2,,(Netherlands),117.5756,-2.5096
Cretan State,1898,1904,5498.973154411347,POLITY,Cretan State,,,,,24.8412,35.2341
Empire of Japan,1898,1899,468469.9002383171,POLITY,Empire of Japan,,jp_japanese_emp,,(Empire of Japan),137.0247,36.8027
(Qing Dynasty),1898,1899,11105710.50369012,POLITY,Qing dynasty,,,Qing Dynasty,,103.6435,38.424
Portuguese Colonies,1898,1907,24275.04618775031,POLITY,Portuguese Empire,,,,,114.0576,-2.7218
(Second French Empire),1898,1899,5573367.862187661,POLITY,Second French Empire,,,(French Third Republic);French Third Republic;French Indochina;Second French Empire;French Africa,,20.0969,15.4359
Kingdom of Spain,1898,1899,1230143.1304879505,POLITY,Spain,,es_spanish_emp_3,,(Spanish Empire);(Kingdom of Spain),20.4624,28.5426
(Spanish Empire),1898,1899,1230143.1304879505,POLITY,Spanish Empire,,es_spanish_emp_3,Kingdom of Spain;(Kingdom of Spain),,20.4624,28.5426
Russian Empire,1898,1899,22162413.993821062,POLITY,Russian Empire,,ru_romanov_dyn_2,,,90.7553,59.4704
Sokoto Caliphate,1900,1904,792269.8006399082,POLITY,Sokoto Caliphate,,,,,8.7868,10.803
Swaziland,1900,1904,17047.660234350627,POLITY,Eswatini,,,,,31.3815,-26.5879
(Second French Empire),1900,1904,5816019.782805936,POLITY,Second French Empire,,,(French Third Republic);French Third Republic;French Indochina;Second French Empire;French Africa,,19.9009,15.3116
(Qing Dynasty),1900,1904,10368313.123992275,POLITY,Qing dynasty,,,Qing Dynasty,,101.8527,37.9211
Empire of Japan,1900,1904,469273.43217469304,POLITY,Empire of Japan,,jp_japanese_emp,,(Empire of Japan),136.99,36.8068
Italian Africa,1900,1911,587265.8115111644,POLITY,Italian Empire,,,,,44.1433,6.9595
(Spanish Empire),1900,1904,841117.4650455848,POLITY,Spanish Empire,,es_spanish_emp_3,Kingdom of Spain;(Kingdom of Spain),,-6.3439,34.1053
Russian Empire,1900,1904,22894358.883642312,POLITY,Russian Empire,,ru_romanov_dyn_2,,,91.5776,59.1363
United Kingdoms of Sweden and Norway,1900,1904,804212.8342953742,POLITY,Union between Sweden and Norway,,sv_united_k_sweden_and_norway,,,15.6583,63.6125
Kingdom of Spain,1900,1904,841117.4650455848,POLITY,Spain,,es_spanish_emp_3,,(Spanish Empire);(Kingdom of Spain),-6.3439,34.1053
Korean Empire,1900,1904,231658.348953937,POLITY,Korean Empire,,,,,127.4554,38.461
Qatar Dynasty,1900,1904,5471.6504954654465,POLITY,Qatar,,,,,56.1665,25.4262
Ottoman Empire,1900,1904,2168947.957454138,POLITY,Ottoman Empire,,tr_ottoman_emp_4,,(Ottoman Empire),37.9215,32.6966
German Empire,1900,1914,815643.7341640546,POLITY,German Empire,,de_hohenzollern_3,,,42.7411,38.995
(Ottoman Empire),1900,1904,2168947.957454138,POLITY,Ottoman Empire,,tr_ottoman_emp_4,Ottoman Empire,,37.9215,32.6966
Ethiopian Empire,1900,1904,961672.3707603181,POLITY,Ethiopian Empire,,,,,40.2451,8.8514
Kingdom of Belgium,1900,1918,30938.621236688537,POLITY,Belgium,,,,,6.0884,50.5138
United Principalities of Moldavia and Wallachia,1900,1912,130284.47893085993,POLITY,United Principalities of Moldavia and Wallachia,,,,,26.14,45.3532
British Africa,1900,1904,8031875.399277482,POLITY,Scramble for Africa,,gb_british_emp_2,,(British Empire),27.6612,-0.0276
German Africa,1900,1904,2152257.2828003373,POLITY,German colonization of Africa,,,,,23.2673,-10.7743
British Colonial Empire,1900,1904,13658902.770487169,POLITY,British Empire,,gb_british_emp_2,,(British Empire),25.7996,10.8291
Natalia Republic,1900,1907,61973.567008742386,POLITY,Natalia Republic,,,,,30.6201,-28.7541
Austria-Hungary,1900,1904,677652.8990393793,POLITY,Austria-Hungary,,at_austro_hungarian_emp,,,18.8395,47.3921
Sultanate of Muscat and Oman,1900,1904,126816.01061542769,POLITY,Muscat and Oman,,,,,56.9639,23.0701
French Africa,1900,1904,4488103.997035445,POLITY,French Africa,,,,(Second French Empire),10.7726,10.6254
(Empire of Japan),1900,1904,469273.43217469304,POLITY,Empire of Japan,,jp_japanese_emp,Empire of Japan,,136.99,36.8068
Sultanate of Terengganu,1900,1904,14423.903518576788,POLITY,Sultan of Terengganu,,,,,102.8609,5.0514
Kelantan,1900,1904,8210.836784587676,POLITY,Kelantan,,,,,102.0405,5.4733
(United States of America),1900,1904,9905096.453687372,POLITY,United States,,,United States of America,,-107.1697,44.7372
Qing Dynasty,1900,1904,10368313.123992275,POLITY,Qing dynasty,,,,(Qing Dynasty),101.8527,37.9211
French Indochina,1900,1904,699168.4386367546,POLITY,French Indochina,,,,(Second French Empire),106.5276,13.8349
(British Empire),1900,1904,27304588.673642218,POLITY,British Empire,,gb_british_emp_2,Kingdom of Great Britain;British Colonial Empire;British Africa;British Raj,,34.8946,10.9601
Belgian Congo,1900,1910,2307810.3990462567,POLITY,Belgian Congo,,,,,23.5044,-2.8673
Venezuela,1900,1986,937211.28220738,POLITY,Venezuela,,ve_venezuela_rep_1,,,-66.2453,7.1791
Sultanate of Jambi,1900,1904,27149.46683291519,POLITY,Jambi Sultanate,,,,,103.1942,-1.411
United States of America,1900,1904,9905096.453687372,POLITY,United States,,,,(United States of America),-107.1697,44.7372
(Kingdom of Spain),1900,1904,841117.4650455848,POLITY,Spain,,,Kingdom of Spain,(Spanish Empire),-6.3439,34.1053
Wadai Empire,1905,1907,278553.1301128676,POLITY,Wadai Empire,,,,,19.6406,13.0211
United States of America,1905,1907,9785256.671287099,POLITY,United States,,,,(United States of America),-107.4275,44.947
Ottoman Tripolitania,1905,1910,879991.9523526438,POLITY,Ottoman Tripolitania,,,,,16.4933,28.6425
(Kingdom of Spain),1905,1911,839948.0084461247,POLITY,Spain,,,Kingdom of Spain,(Spanish Empire),-6.3394,34.1159
(United States of America),1905,1907,9785256.671287099,POLITY,United States,,,United States of America,,-107.4275,44.947
Qing Dynasty,1905,1910,11098858.262289459,POLITY,Qing dynasty,,,,(Qing Dynasty),103.6366,38.4266
French Indochina,1905,1907,737623.0355677902,POLITY,French Indochina,,,,(Second French Empire),106.3617,13.9451
Kingdom of Sweden,1905,1907,458352.9947498342,POLITY,Sweden,,,,(Kingdom of Sweden),16.7384,62.7384
(Kingdom of Norway),1905,1921,346220.8906434274,POLITY,Norway,,no_norway_k_modern,Kingdom of Norway,,14.3292,64.6889
Rattanakosin Kingdom,1905,1907,574372.7329332399,POLITY,Rattanakosin Kingdom (1782–1932),,,,,101.2484,14.8225
(British Empire),1905,1907,29010478.688596293,POLITY,British Empire,,gb_british_emp_2,Kingdom of Great Britain;British Colonial Empire;British Africa;British Raj,,32.0322,11.8959
Emirate of Jabal Shammar,1905,1915,84253.96597461328,POLITY,Emirate of Jabal Shammar,,,,,41.888,27.503
Qajar Dynasty,1905,1914,1624363.131812275,POLITY,Qajar dynasty,,ir_qajar_dyn,,,54.333,32.5302
(Kingdom of Italy),1905,1911,275103.11537762487,POLITY,Kingdom of Italy,,it_italian_k,Kingdom of Italy,,12.0672,42.6701
French Africa,1905,1910,10129916.142197875,POLITY,French Africa,,,,(Second French Empire),6.5071,15.9889
Sultanate of Muscat and Oman,1905,1912,126870.17722971017,POLITY,Muscat and Oman,,,,,56.9634,23.0708
Austria-Hungary,1905,1910,677967.2898082674,POLITY,Austria-Hungary,,at_austro_hungarian_emp,,,18.8799,47.389
Bali,1905,1907,3773.3416020452514,POLITY,Bali,,,,,115.1991,-8.506
