Index,Name,FromYear,ToYear,Area,Type,References,MemberOf,FullPath,Region,Subregion,ColorR,ColorG,ColorB,Generated,SourceRun,OverlapNote,geometry
120,Aptera,-500.1,-332.4,210.5,POLITY,,(Cretan City States),Cretan City States - Aptera,Europe,Southern Europe,184,147,199,2026-08-21,Cretan City States,,"MULTIPOLYGON (((24.155 35.47406, 24.15947 35.47339, 24.16231…"
121,Araden,-500.1,-332.4,87.8,POLITY,,(Cretan City States),Cretan City States - Araden,Europe,Southern Europe,184,146,202,2026-08-21,Cretan City States,,"POLYGON ((24.0095 35.22056, 24.0257 35.2332, 24.0227 35.2607…"
122,Arkades,-500.1,-332.4,81.1,POLITY,,(Cretan City States),Cretan City States - Arkades,Europe,Southern Europe,184,145,202,2026-08-21,Cretan City States,,"POLYGON ((25.3353 35.1478, 25.3444 35.1508, 25.3597 35.1478,…"
123,Askyfou,-500.1,-332.4,122.6,POLITY,,(Cretan City States),Cretan City States - Askyfou,Europe,Southern Europe,184,146,203,2026-08-21,Cretan City States,,"POLYGON ((24.0654 35.3645, 24.0807 35.3553, 24.0959 35.3645,…"
124,Aulon,-500.1,-332.4,67.7,POLITY,,(Cretan City States),Cretan City States - Aulon,Europe,Southern Europe,184,145,203,2026-08-21,Cretan City States,,"POLYGON ((25.2742 35.1722, 25.2864 35.1722, 25.2986 35.1661,…"
125,Axos,-500.1,-332.4,232.5,POLITY,,(Cretan City States),Cretan City States - Axos,Europe,Southern Europe,184,147,194,2026-08-21,Cretan City States,,"POLYGON ((24.83922 35.40964, 24.83278 35.41447, 24.82914 35.…"
126,Biannos,-500.1,-332.4,127.1,POLITY,,(Cretan City States),Cretan City States - Biannos,Europe,Southern Europe,184,144,201,2026-08-21,Cretan City States,,"POLYGON ((25.44784 34.99758, 25.43453 34.99686, 25.4262 34.9…"
127,Biennos,-500.1,-332.4,95.4,POLITY,,(Cretan City States),Cretan City States - Biennos,Europe,Southern Europe,184,146,206,2026-08-21,Cretan City States,,"POLYGON ((23.53692 35.28092, 23.5648 35.2912, 23.5739 35.303…"
128,Bionnos,-500.1,-332.4,37.5,POLITY,,(Cretan City States),Cretan City States - Bionnos,Europe,Southern Europe,184,146,199,2026-08-21,Cretan City States,,"POLYGON ((24.48531 35.15192, 24.4897 35.1722, 24.4897 35.178…"
129,Cretan City States,-500.1,-332.4,115.2,POLITY,,(Cretan City States),Cretan City States - Cretan City States,Europe,Southern Europe,184,145,204,2026-08-21,Cretan City States,,"POLYGON ((25.0972 35.1539, 25.1124 35.16, 25.1307 35.163, 25…"
130,Pyranthos,-500.1,-332.4,115.2,POLITY,,(Cretan City States),Cretan City States - Cretan City States - Pyranthos,Europe,Southern Europe,184,145,204,2026-08-21,Cretan City States,,"POLYGON ((25.0972 35.1539, 25.1124 35.16, 25.1307 35.163, 25…"
131,Dreros,-500.1,-332.4,78.7,POLITY,,(Cretan City States),Cretan City States - Dreros,Europe,Southern Europe,184,145,199,2026-08-21,Cretan City States,,"POLYGON ((25.6728 35.3045, 25.679 35.2952, 25.6863 35.29, 25…"
132,Eleutherna,-500.1,-332.4,134.4,POLITY,,(Cretan City States),Cretan City States - Eleutherna,Europe,Southern Europe,184,147,196,2026-08-21,Cretan City States,,"POLYGON ((24.6467 35.41611, 24.61989 35.40159, 24.61067 35.3…"
133,Eltynia,-500.1,-332.4,86.6,POLITY,,(Cretan City States),Cretan City States - Eltynia,Europe,Southern Europe,184,145,205,2026-08-21,Cretan City States,,"POLYGON ((25.143 35.218, 25.146 35.2454, 25.1582 35.2485, 25…"
134,Erranos,-500.1,-332.4,68.0,POLITY,,(Cretan City States),Cretan City States - Erranos,Europe,Southern Europe,184,144,207,2026-08-21,Cretan City States,,"MULTIPOLYGON (((25.8908 35.1661, 25.8878 35.1569, 25.903 35.…"
135,Etis,-500.1,-332.4,33.3,POLITY,,(Cretan City States),Cretan City States - Etis,Europe,Southern Europe,184,144,205,2026-08-21,Cretan City States,,"POLYGON ((26.13978 35.20028, 26.1411 35.1935, 26.1381 35.181…"
136,Gortyna,-500.1,-332.4,621.4,POLITY,,(Cretan City States),Cretan City States - Gortyna,Europe,Southern Europe,184,144,196,2026-08-21,Cretan City States,,"MULTIPOLYGON (((24.10714 34.82192, 24.09958 34.82459, 24.084…"
137,Kaudos,-500.1,-332.4,30.9,POLITY,,(Gortyna),Cretan City States - Gortyna - Kaudos,Europe,Southern Europe,184,148,192,2026-08-21,Cretan City States,,"POLYGON ((24.12669 34.80964, 24.13053 34.81539, 24.13747 34.…"
138,Hierapytna,-500.1,-332.4,191.8,POLITY,,(Cretan City States),Cretan City States - Hierapytna,Europe,Southern Europe,184,144,200,2026-08-21,Cretan City States,,"MULTIPOLYGON (((25.72808 34.88161, 25.71867 34.8807, 25.7120…"
139,Chrysea,-500.1,-332.4,4.9,POLITY,,(Hierapytna),Cretan City States - Hierapytna - Chrysea,Europe,Southern Europe,184,144,200,2026-08-21,Cretan City States,,"POLYGON ((25.72956 34.88311, 25.73531 34.88686, 25.74389 34.…"
140,Inatos,-500.1,-332.4,49.3,POLITY,,(Cretan City States),Cretan City States - Inatos,Europe,Southern Europe,184,145,197,2026-08-21,Cretan City States,,"POLYGON ((25.323 34.9988, 25.3127 34.99839, 25.30439 34.9979…"
141,Istron,-500.1,-332.4,27.5,POLITY,,(Cretan City States),Cretan City States - Istron,Europe,Southern Europe,184,145,192,2026-08-21,Cretan City States,,"POLYGON ((25.77475 35.12472, 25.7687 35.1142, 25.7596 35.105…"
142,Itanos,-500.1,-272.5,186.1,POLITY,,(Cretan City States),Cretan City States - Itanos,Europe,Southern Europe,184,144,195,2026-08-21,Cretan City States,,"MULTIPOLYGON (((26.15839 34.94528, 26.1517 34.94233, 26.1498…"
143,Leuke,-500.1,-272.5,3.6,POLITY,,(Itanos),Cretan City States - Itanos - Leuke,Europe,Southern Europe,184,144,195,2026-08-21,Cretan City States,,"POLYGON ((26.16653 34.95461, 26.16181 34.95856, 26.15433 34.…"
144,Onysia,-500.1,-272.5,1.4,POLITY,,(Itanos),Cretan City States - Itanos - Onysia,Europe,Southern Europe,184,144,194,2026-08-21,Cretan City States,,"POLYGON ((26.34645 35.27011, 26.35289 35.27164, 26.35431 35.…"
145,Kantanos,-500.1,-332.4,112.2,POLITY,,(Cretan City States),Cretan City States - Kantanos,Europe,Southern Europe,184,146,205,2026-08-21,Cretan City States,,"POLYGON ((23.65436 35.23972, 23.6594 35.2668, 23.6625 35.288…"
146,Keraea,-500.1,-332.4,148.5,POLITY,,(Cretan City States),Cretan City States - Keraea,Europe,Southern Europe,184,147,204,2026-08-21,Cretan City States,,"POLYGON ((23.73156 35.54647, 23.72806 35.53772, 23.72442 35.…"
147,Khersonasos,-500.1,-332.4,57.2,POLITY,,(Cretan City States),Cretan City States - Khersonasos,Europe,Southern Europe,184,145,200,2026-08-21,Cretan City States,,"POLYGON ((25.49128 35.29972, 25.494 35.2943, 25.4971 35.279,…"
148,Khersonesos,-500.1,-332.4,13.2,POLITY,,(Cretan City States),Cretan City States - Khersonesos,Europe,Southern Europe,184,147,192,2026-08-21,Cretan City States,,"POLYGON ((23.57153 35.44711, 23.5739 35.4499, 23.5892 35.453…"
149,Knossos,-500.1,-332.4,328.7,POLITY,,(Cretan City States),Cretan City States - Knossos,Europe,Southern Europe,184,148,193,2026-08-21,Cretan City States,,"MULTIPOLYGON (((25.3353 35.3248, 25.3383 35.3126, 25.3353 35…"
150,Dia,-500.1,-332.4,11.7,POLITY,,(Knossos),Cretan City States - Knossos - Dia,Europe,Southern Europe,184,148,193,2026-08-21,Cretan City States,,"POLYGON ((25.23936 35.45953, 25.24347 35.45561, 25.25297 35.…"
151,Kydonia,-500.1,-332.4,479.2,POLITY,,(Cretan City States),Cretan City States - Kydonia,Europe,Southern Europe,184,147,201,2026-08-21,Cretan City States,,"MULTIPOLYGON (((24.1234 35.4744, 24.1234 35.4591, 24.1204 35…"
152,Koite/Akytos,-500.1,-332.4,0.9,POLITY,,(Kydonia),Cretan City States - Kydonia - Koite/Akytos,Europe,Southern Europe,184,147,201,2026-08-21,Cretan City States,,"POLYGON ((23.93356 35.53353, 23.93911 35.53747, 23.94297 35.…"
153,Lappa,-500.1,-332.4,315.4,POLITY,,(Cretan City States),Cretan City States - Lappa,Europe,Southern Europe,184,147,198,2026-08-21,Cretan City States,,"MULTIPOLYGON (((24.2425 35.2973, 24.2547 35.3034, 24.2638 35…"
154,Lato,-500.1,-332.4,193.4,POLITY,,(Cretan City States),Cretan City States - Lato,Europe,Southern Europe,184,145,194,2026-08-21,Cretan City States,,"POLYGON ((25.7275 35.2253, 25.7184 35.2259, 25.7111 35.2331,…"
155,Lykastos,-500.1,-332.4,90.4,POLITY,,(Cretan City States),Cretan City States - Lykastos,Europe,Southern Europe,184,145,206,2026-08-21,Cretan City States,,"POLYGON ((25.0727 35.2424, 25.085 35.2393, 25.1002 35.2302, …"
156,Lyktos,-500.1,-332.4,371.4,POLITY,,(Cretan City States),Cretan City States - Lyktos,Europe,Southern Europe,184,145,201,2026-08-21,Cretan City States,,"POLYGON ((25.3444 35.2882, 25.3505 35.2882, 25.378 35.2882, …"
157,Malla,-500.1,-332.4,154.7,POLITY,,(Cretan City States),Cretan City States - Malla,Europe,Southern Europe,184,144,202,2026-08-21,Cretan City States,,"POLYGON ((25.56078 34.99981, 25.54606 34.99933, 25.52747 34.…"
158,Milatos,-500.1,-332.4,84.0,POLITY,,(Cretan City States),Cretan City States - Milatos,Europe,Southern Europe,184,145,198,2026-08-21,Cretan City States,,"POLYGON ((25.66556 35.34961, 25.6635 35.3386, 25.6635 35.325…"
159,Oleros,-500.1,-332.4,31.9,POLITY,,(Cretan City States),Cretan City States - Oleros,Europe,Southern Europe,184,145,193,2026-08-21,Cretan City States,,"POLYGON ((25.6833 35.1325, 25.6942 35.1234, 25.7097 35.1172,…"
160,Olous,-500.1,-332.4,77.3,POLITY,,(Cretan City States),Cretan City States - Olous,Europe,Southern Europe,184,145,196,2026-08-21,Cretan City States,,"POLYGON ((25.7275 35.2253, 25.7184 35.2259, 25.7111 35.2331,…"
161,Oreioi,-500.1,-332.4,386.0,POLITY,,(Cretan City States),Cretan City States - Oreioi,Europe,Southern Europe,184,146,204,2026-08-21,Cretan City States,,"POLYGON ((23.70767 35.24186, 23.7067 35.2454, 23.7113 35.260…"
162,Pergamos,-500.1,-332.4,110.1,POLITY,,(Cretan City States),Cretan City States - Pergamos,Europe,Southern Europe,184,147,203,2026-08-21,Cretan City States,,"POLYGON ((23.82783 35.53886, 23.8155 35.53897, 23.80311 35.5…"
163,Petra,-500.1,-332.4,83.8,POLITY,,(Cretan City States),Cretan City States - Petra,Europe,Southern Europe,184,144,206,2026-08-21,Cretan City States,,"POLYGON ((26.07142 35.22256, 26.0709 35.218, 26.0648 35.2088…"
164,Phaistos,-500.1,-332.4,283.6,POLITY,,(Cretan City States),Cretan City States - Phaistos,Europe,Southern Europe,184,146,195,2026-08-21,Cretan City States,,"MULTIPOLYGON (((24.7797 34.9921, 24.7766 34.9829, 24.7644 34…"
165,Letoa,-500.1,-332.4,1.1,POLITY,,(Phaistos),Cretan City States - Phaistos - Letoa,Europe,Southern Europe,184,146,196,2026-08-21,Cretan City States,,"POLYGON ((24.59022 35.00864, 24.59495 35.01117, 24.59633 35.…"
166,Phalasarna,-500.1,-332.4,90.3,POLITY,,(Cretan City States),Cretan City States - Phalasarna,Europe,Southern Europe,184,147,207,2026-08-21,Cretan City States,,"MULTIPOLYGON (((23.6319 35.5049, 23.6319 35.4896, 23.6197 35…"
167,Aigila/Ogylos,-500.1,-332.4,21.2,POLITY,,(Phalasarna),Cretan City States - Phalasarna - Aigila/Ogylos,Europe,Southern Europe,184,147,207,2026-08-21,Cretan City States,,"POLYGON ((23.30806 35.89147, 23.30028 35.89531, 23.29836 35.…"
168,Polichae,-500.1,-332.4,75.9,POLITY,,(Cretan City States),Cretan City States - Polichae,Europe,Southern Europe,184,147,202,2026-08-21,Cretan City States,,"POLYGON ((23.9194 35.5263, 23.91042 35.52508, 23.89245 35.52…"
169,Polichna,-500.1,-332.4,39.9,POLITY,,(Cretan City States),Cretan City States - Polichna,Europe,Southern Europe,184,144,204,2026-08-21,Cretan City States,,"POLYGON ((26.22617 35.25036, 26.2266 35.2462, 26.2276 35.241…"
170,Polyrrhenia,-500.1,-332.4,132.6,POLITY,,(Cretan City States),Cretan City States - Polyrrhenia,Europe,Southern Europe,184,147,205,2026-08-21,Cretan City States,,"POLYGON ((23.69242 35.50503, 23.67281 35.50392, 23.65767 35.…"
171,Praisos,-500.1,-332.4,431.1,POLITY,,(Cretan City States),Cretan City States - Praisos,Europe,Southern Europe,184,144,203,2026-08-21,Cretan City States,,"POLYGON ((26.09445 35, 26.09647 35.00622, 26.09406 35.01244,…"
172,Priansos,-500.1,-332.4,84.1,POLITY,,(Cretan City States),Cretan City States - Priansos,Europe,Southern Europe,184,144,198,2026-08-21,Cretan City States,,"POLYGON ((25.33739 34.9987, 25.32464 34.99889, 25.323 34.998…"
173,Psykheion,-500.1,-332.4,62.3,POLITY,,(Cretan City States),Cretan City States - Psykheion,Europe,Southern Europe,184,146,198,2026-08-21,Cretan City States,,"POLYGON ((24.54958 35.12297, 24.563 35.1294, 24.5569 35.1538…"
174,Raukos,-500.1,-332.4,129.2,POLITY,,(Cretan City States),Cretan City States - Raukos,Europe,Southern Europe,184,146,192,2026-08-21,Cretan City States,,"POLYGON ((25.0076 35.279, 25.0147 35.276, 25.0331 35.276, 25…"
175,Rhamnous,-500.1,-332.4,99.2,POLITY,,(Cretan City States),Cretan City States - Rhamnous,Europe,Southern Europe,184,146,207,2026-08-21,Cretan City States,,"POLYGON ((23.56556 35.41931, 23.5769 35.4197, 23.5924 35.421…"
176,Rhithymna,-500.1,-332.4,248.3,POLITY,,(Cretan City States),Cretan City States - Rhithymna,Europe,Southern Europe,184,147,197,2026-08-21,Cretan City States,,"POLYGON ((24.54333 35.37686, 24.52461 35.37431, 24.51009 35.…"
177,Rhytion,-500.1,-332.4,118.0,POLITY,,(Cretan City States),Cretan City States - Rhytion,Europe,Southern Europe,184,144,197,2026-08-21,Cretan City States,,"POLYGON ((25.2162 34.9951, 25.2162 34.989, 25.2223 34.9768, …"
178,Sisaia,-500.1,-332.4,42.8,POLITY,,(Cretan City States),Cretan City States - Sisaia,Europe,Southern Europe,184,147,193,2026-08-21,Cretan City States,,"POLYGON ((24.93381 35.40756, 24.93156 35.40964, 24.92625 35.…"
179,Stalai,-500.1,-332.4,27.9,POLITY,,(Cretan City States),Cretan City States - Stalai,Europe,Southern Europe,184,145,195,2026-08-21,Cretan City States,,"POLYGON ((25.87642 35.02183, 25.8725 35.0409, 25.8725 35.040…"
180,Sybrita,-500.1,-332.4,300.7,POLITY,,(Cretan City States),Cretan City States - Sybrita,Europe,Southern Europe,184,146,197,2026-08-21,Cretan City States,,"POLYGON ((24.64922 35.0957, 24.6454 35.1203, 24.6423 35.1325…"
181,Tylisos,-500.1,-332.4,151.3,POLITY,,(Cretan City States),Cretan City States - Tylisos,Europe,Southern Europe,184,146,193,2026-08-21,Cretan City States,,"POLYGON ((24.9934 35.2912, 24.9812 35.276, 24.9751 35.2638, …"
182,Croton,-550.0,-480.5,184.5,POLITY,,,Croton,Europe,Southern Europe,224,192,96,2026-08-21,Croton,,"POLYGON ((17.1343 39.181, 17.1217 39.181, 17.1093 39.1794, 1…"
183,Cushitic People,-1000.1,-1.0,961933.2,TRIBAL_AREA,,,Cushitic People,Africa,Northeast Africa,212,208,240,2026-08-21,Cushitic People,,"MULTIPOINT ((38.8 1.3), (36.55 2.3), (38.05 2.3), (39.55 2.3…"
184,D'mt,-980.1,-1.0,103341.6,POLITY,,,D'mt,Africa,Northeast Africa,224,176,16,2026-08-21,D'mt,,"MULTIPOLYGON (((39.7286 14.8866, 39.6717 14.8607, 39.6148 14…"
185,Dai,-770.1,-457.5,18113.0,POLITY,,,Dai,East Asia,North China,244,241,248,2026-08-21,Dai,,"POLYGON ((114.8563 39.9332, 114.8459 39.808, 114.8563 39.708…"
186,Dali,-550.5,-272.5,12998.2,POLITY,,,Dali,East Asia,North China,208,208,0,2026-08-21,Dali,,"POLYGON ((110 35.6545, 109.9827 35.7069, 109.931 35.769, 109…"
187,Daradas,-610.1,-1.0,20384.3,POLITY,,,Daradas,South Asia,Pakistan,244,243,253,2026-08-21,Daradas,,"POLYGON ((72.9481 36.1892, 72.9542 36.2183, 73.0125 36.335, …"
188,Dasarnas,-610.1,-349.5,18072.0,POLITY,,,Dasarnas,South Asia,North India,160,240,208,2026-08-21,Dasarnas,,"POLYGON ((78.3505 24.5946, 78.3858 24.5858, 78.4299 24.6034,…"
189,Dassaretis,-500.1,-399.5,6756.3,POLITY,,,Dassaretis,Europe,Southeastern Europe,176,128,128,2026-08-21,Dassaretis,,"POLYGON ((19.9327 41.5727, 19.9757 41.573, 20.024 41.5597, 2…"
190,Daunians,-800.1,-323.9,0.0,TRIBAL_AREA,,,Daunians,Europe,Southern Europe,228,144,96,2026-08-21,Daunians,Contained in border: Iapygii,POINT (15.5672 41.6942)
191,Desert Cultures,-2400.1,-1.0,2456948.3,TRIBAL_AREA,,,Desert Cultures,North America,East Coast,224,32,240,2026-08-21,Desert Cultures,,"MULTIPOINT ((-111.4 24.7), (-105.7 24.3), (-104.7 22.8), (-1…"
192,Di,-541.5,-407.5,7379.5,TRIBAL_AREA,,,Di,East Asia,North China,160,112,32,2026-08-21,Di,,"MULTIPOINT ((109.55 37.3), (110.3 36.3), (110.3 38.3))"
193,Di(2),-771.1,-361.5,33939.0,POLITY,,,Di(2),East Asia,North China,244,242,247,2026-08-21,Di(2),,"POLYGON ((104.8609 32.5452, 104.7565 32.4409, 104.5583 32.27…"
194,Dolopia,-695.5,-339.1,1334.3,POLITY,,,Dolopia,Europe,Southern Europe,112,128,224,2026-08-21,Dolopia,,"POLYGON ((21.5038 39.0495, 21.5138 39.072, 21.5262 39.1133, …"
195,Donghu,-770.1,-1.0,206403.8,POLITY,,,Donghu,East Asia,North China,244,243,242,2026-08-21,Donghu,,"POLYGON ((119.5808 41.7683, 119.1933 41.6933, 118.7308 41.84…"
