Index,Name,FromYear,ToYear,Area,Type,References,MemberOf,FullPath,Region,Subregion,ColorR,ColorG,ColorB,Generated,SourceRun,OverlapNote,geometry
421,Paphos,-527.5,-498.5,1079.7,POLITY,,(Cypriot Kingdoms),Persian Empire - Assyria - Cypriot Kingdoms - Paphos,Southwest Asia,Levant,196,249,1,2026-08-21,Persian Empire,,"POLYGON ((32.38098 34.84575, 32.38683 34.84322, 32.39145 34.…"
422,Salamis,-527.5,-498.5,1611.6,POLITY,,(Cypriot Kingdoms),Persian Empire - Assyria - Cypriot Kingdoms - Salamis,Southwest Asia,Levant,196,249,5,2026-08-21,Persian Empire,,"POLYGON ((34.08872 34.98633, 34.08056 34.97867, 34.08914 34.…"
423,Soloi,-527.5,-498.5,1204.9,POLITY,,(Cypriot Kingdoms),Persian Empire - Assyria - Cypriot Kingdoms - Soloi,Southwest Asia,Levant,196,249,6,2026-08-21,Persian Empire,,"POLYGON ((33.0875 34.9833, 33.0767 34.9692, 33.065 34.9533, …"
424,Tamassos,-527.5,-498.5,559.7,POLITY,,(Cypriot Kingdoms),Persian Empire - Assyria - Cypriot Kingdoms - Tamassos,Southwest Asia,Levant,196,249,7,2026-08-21,Persian Empire,,"POLYGON ((33.3167 34.9917, 33.3083 34.9833, 33.2908 34.975, …"
425,Babylonia,-521.1,-484.3,569112.5,POLITY,,(Persian Empire),Persian Empire - Babylonia,Southwest Asia,Levant,196,242,8,2026-08-21,Persian Empire,,"MULTIPOLYGON (((34.519 31.032, 34.4466 30.9884, 34.3638 30.9…"
426,Assyria,-525.5,-333.3,378326.5,POLITY,,(Babylonia),Persian Empire - Babylonia - Assyria,Southwest Asia,Levant,196,242,4,2026-08-21,Persian Empire,,"MULTIPOLYGON (((34.519 31.032, 34.4466 30.9884, 34.3638 30.9…"
427,Assyria,-539.2,-331.1,209578.1,POLITY,,(Assyria),Persian Empire - Babylonia - Assyria - Assyria,Southwest Asia,Levant,196,242,5,2026-08-21,Persian Empire,,"POLYGON ((43.56422 34.9832, 43.55395 34.97506, 43.52586 34.9…"
428,Kilikia,-539.2,-333.3,36011.1,POLITY,,(Assyria),Persian Empire - Babylonia - Assyria - Kilikia,Southwest Asia,Anatolia-Caucasus,196,242,3,2026-08-21,Persian Empire,,"MULTIPOLYGON (((33.76206 36.18334, 33.77017 36.18919, 33.772…"
429,Pityussa,-539.2,-333.3,3.3,POLITY,,(Kilikia),Persian Empire - Babylonia - Assyria - Kilikia - Pityussa,Southwest Asia,Anatolia-Caucasus,196,242,3,2026-08-21,Persian Empire,,"POLYGON ((33.76339 36.17581, 33.78197 36.18164, 33.78506 36.…"
430,Syria,-525.5,-331.3,132737.3,POLITY,,(Assyria),Persian Empire - Babylonia - Assyria - Syria,Southwest Asia,Levant,196,242,4,2026-08-21,Persian Empire,,"MULTIPOLYGON (((32.8802 31.10697, 32.8845 31.10545, 32.88892…"
431,Babylonia,-521.1,-484.3,190786.0,POLITY,,(Babylonia),Persian Empire - Babylonia - Babylonia,Southwest Asia,Mesopotamia,196,242,8,2026-08-21,Persian Empire,,"POLYGON ((48.0344 29.653, 47.9552 29.6655, 47.8386 29.6363, …"
432,Arbelitis,-521.3,-331.0,45034.5,POLITY,,(Babylonia),Persian Empire - Babylonia - Babylonia - Arbelitis,Southwest Asia,Mesopotamia,196,242,6,2026-08-21,Persian Empire,,"POLYGON ((44.38236 34.991, 44.37981 34.98389, 44.36859 34.97…"
433,Babylonia,-521.1,-484.3,86259.8,POLITY,,(Babylonia),Persian Empire - Babylonia - Babylonia - Babylonia,Southwest Asia,Mesopotamia,196,242,8,2026-08-21,Persian Empire,,"POLYGON ((48.1552 29.5821, 48.1094 29.6196, 48.0344 29.653, …"
434,Sittakene,-539.2,-331.0,59491.7,POLITY,,(Babylonia),Persian Empire - Babylonia - Babylonia - Sittakene,Southwest Asia,Iran,196,242,7,2026-08-21,Persian Empire,,"POLYGON ((46.0067 34.96, 45.9842 34.955, 45.9892 34.9375, 46…"
435,Baktriane,-516.5,-464.6,1555292.8,POLITY,,(Persian Empire),Persian Empire - Baktriane,Central and Northern Eurasia,Turkestan,196,241,10,2026-08-21,Persian Empire,,"MULTIPOLYGON (((59.7175 32.8983, 59.6675 32.9583, 59.5725 33…"
436,Amyrgioi,-532.5,-329.5,187840.4,POLITY,,(Baktriane),Persian Empire - Baktriane - Amyrgioi,Central and Northern Eurasia,Turkestan,196,243,0,2026-08-21,Persian Empire,,"POLYGON ((73.6561 39.9671, 73.6111 39.9346, 73.5661 39.8996,…"
437,Areia,-545.5,-330.4,134482.4,POLITY,,(Baktriane),Persian Empire - Baktriane - Areia,Central and Northern Eurasia,Afghanistan,196,241,10,2026-08-21,Persian Empire,,"POLYGON ((61.5973 34.9542, 61.6556 34.9125, 61.7348 34.8542,…"
438,Baktriane,-521.9,-464.6,283515.9,POLITY,,(Baktriane),Persian Empire - Baktriane - Baktriane,Central and Northern Eurasia,Afghanistan,196,241,9,2026-08-21,Persian Empire,,"POLYGON ((68.2233 34.9575, 68.2217 34.9058, 68.21 34.8175, 6…"
439,Baktriane,-545.5,-464.6,110615.4,POLITY,,(Baktriane),Persian Empire - Baktriane - Baktriane - Baktriane,Central and Northern Eurasia,Afghanistan,196,241,8,2026-08-21,Persian Empire,,"POLYGON ((68.2233 34.9575, 68.2217 34.9058, 68.21 34.8175, 6…"
440,Margiana,-521.9,-329.5,172900.5,POLITY,,(Baktriane),Persian Empire - Baktriane - Baktriane - Margiana,Central and Northern Eurasia,Turkestan,196,241,9,2026-08-21,Persian Empire,,"POLYGON ((64.7723 34.7167, 64.7306 34.6542, 64.7056 34.5625,…"
441,Daoi,-520.5,-329.5,340318.7,POLITY,,(Baktriane),Persian Empire - Baktriane - Daoi,Central and Northern Eurasia,Turkestan,196,245,7,2026-08-21,Persian Empire,,"MULTIPOLYGON (((54.97956 39.53475, 54.9695 39.51734, 54.9677…"
442,Gandara,-516.5,-337.5,77499.0,POLITY,,(Baktriane),Persian Empire - Baktriane - Gandara,Central and Northern Eurasia,Afghanistan,196,241,15,2026-08-21,Persian Empire,,"POLYGON ((72.90591 34.99011, 72.90591 34.98253, 72.89836 34.…"
443,Gandara,-516.5,-337.5,30333.8,POLITY,,(Gandara),Persian Empire - Baktriane - Gandara - Gandara,South Asia,Pakistan,196,242,15,2026-08-21,Persian Empire,,"POLYGON ((72.90311 34.99758, 72.90591 34.99011, 72.90591 34.…"
444,Paropamisos,-516.5,-329.5,47165.3,POLITY,,(Gandara),Persian Empire - Baktriane - Gandara - Paropamisos,Central and Northern Eurasia,Afghanistan,196,241,15,2026-08-21,Persian Empire,,"POLYGON ((71.4682 34.9518, 71.4082 34.9301, 71.3606 34.9177,…"
445,Massagetai,-519.5,-329.5,320653.7,POLITY,,(Baktriane),Persian Empire - Baktriane - Massagetai,Central and Northern Eurasia,Turkestan,196,245,6,2026-08-21,Persian Empire,,"POLYGON ((64.5818 39.8737, 64.5793 39.7912, 64.5593 39.7012,…"
446,Sogdia,-533.5,-329.5,210982.5,POLITY,,(Baktriane),Persian Empire - Baktriane - Sogdia,Central and Northern Eurasia,Turkestan,196,242,12,2026-08-21,Persian Empire,,"POLYGON ((70.79342 38.4405, 70.7937 38.44047, 70.80131 38.43…"
447,Dyrbaioi,-533.5,-329.5,21623.6,POLITY,,(Sogdia),Persian Empire - Baktriane - Sogdia - Dyrbaioi,Central and Northern Eurasia,Afghanistan,196,242,14,2026-08-21,Persian Empire,,"POLYGON ((70.78753 38.44378, 70.78953 38.44267, 70.79342 38.…"
448,Sogdia,-535.5,-329.5,189456.6,POLITY,,(Sogdia),Persian Empire - Baktriane - Sogdia - Sogdia,Central and Northern Eurasia,Turkestan,196,242,12,2026-08-21,Persian Empire,,"POLYGON ((69.99741 37.5645, 69.99061 37.5665, 69.97791 37.56…"
449,Egypt,-515.5,-486.5,1019703.4,POLITY,,(Persian Empire),Persian Empire - Egypt,Africa,Northeast Africa,196,246,5,2026-08-21,Persian Empire,,"MULTIPOLYGON (((29.6793 25.2645, 29.5552 25.4346, 29.3845 25…"
450,Aithiopia,-523.5,-400.5,165675.5,POLITY,,(Egypt),Persian Empire - Egypt - Aithiopia,Africa,Northeast Africa,196,245,1,2026-08-21,Persian Empire,,"POLYGON ((34.9583 20.8792, 34.9042 20.8792, 34.8875 20.9208,…"
451,Arabia,-525.5,-331.3,293136.3,POLITY,,(Egypt),Persian Empire - Egypt - Arabia,Southwest Asia,Arabia,196,243,8,2026-08-21,Persian Empire,,"POLYGON ((34.995 28.10986, 34.98622 28.10181, 34.96475 28.09…"
452,Egypt,-525.5,-486.5,361758.5,POLITY,,(Egypt),Persian Empire - Egypt - Egypt,Africa,Northeast Africa,196,246,5,2026-08-21,Persian Empire,,"MULTIPOLYGON (((29.6793 25.2645, 29.5552 25.4346, 29.3845 25…"
453,Egypt,-525.5,-486.5,60209.5,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt,Africa,Northeast Africa,196,243,9,2026-08-21,Persian Empire,,"MULTIPOLYGON (((31.2831 29.689, 31.2914 29.6785, 31.2986 29.…"
454,Lower Egypt Nome 1 Aneb-Hetch,-525.5,-486.5,951.8,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt - Lower Egypt Nome 1 Aneb-Hetch,Africa,Northeast Africa,196,247,12,2026-08-21,Persian Empire,,"POLYGON ((31.2369 29.9613, 31.2452 29.9544, 31.2534 29.9483,…"
455,Lower Egypt Nome 10 Ka-khem/Ka-qem/Ken-wer,-525.5,-486.5,1079.3,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt - Lower Egypt Nome 10 Ka-khem/Ka-qem/Ken-wer,Africa,Northeast Africa,196,248,5,2026-08-21,Persian Empire,,"POLYGON ((31.5272 30.6159, 31.522 30.609, 31.5106 30.6002, 3…"
456,Lower Egypt Nome 11 Ka-henseb,-525.5,-486.5,1154.2,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt - Lower Egypt Nome 11 Ka-henseb,Africa,Northeast Africa,196,248,6,2026-08-21,Persian Empire,,"POLYGON ((31.5041 30.9375, 31.6772 30.9375, 31.7434 30.8968,…"
457,Lower Egypt Nome 12 Theb-ka,-525.5,-486.5,1680.1,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt - Lower Egypt Nome 12 Theb-ka,Africa,Northeast Africa,196,248,7,2026-08-21,Persian Empire,,"POLYGON ((31.55467 31.43919, 31.55 31.4349, 31.549 31.4279, …"
458,Lower Egypt Nome 13 Heq-At,-525.5,-486.5,951.4,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt - Lower Egypt Nome 13 Heq-At,Africa,Northeast Africa,196,248,8,2026-08-21,Persian Empire,,"POLYGON ((31.349 29.9878, 31.3531 29.9616, 31.3821 29.9442, …"
459,Lower Egypt Nome 14 Khenty-abt,-525.5,-486.5,1147.2,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt - Lower Egypt Nome 14 Khenty-abt,Africa,Northeast Africa,196,248,9,2026-08-21,Persian Empire,,"POLYGON ((32.49311 31.11581, 32.52639 31.08836, 32.55333 31.…"
460,Lower Egypt Nome 15 Tehut,-525.5,-486.5,1484.8,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt - Lower Egypt Nome 15 Tehut,Africa,Northeast Africa,196,248,10,2026-08-21,Persian Empire,,"MULTIPOLYGON (((32.03492 31.36842, 32.02525 31.3785, 32.0193…"
461,Lower Egypt Nome 16 Khaset/Kha,-525.5,-486.5,1062.2,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt - Lower Egypt Nome 16 Khaset/Kha,Africa,Northeast Africa,196,248,11,2026-08-21,Persian Empire,,"MULTIPOLYGON (((31.93475 31.23364, 31.95411 31.23497, 31.963…"
462,Lower Egypt Nome 17 Semabehdet,-525.5,-486.5,720.1,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt - Lower Egypt Nome 17 Semabehdet,Africa,Northeast Africa,196,248,12,2026-08-21,Persian Empire,,"POLYGON ((31.84014 31.51842, 31.8383 31.5115, 31.8311 31.498…"
463,Lower Egypt Nome 18 Am-Khent,-525.5,-486.5,352.8,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt - Lower Egypt Nome 18 Am-Khent,Africa,Northeast Africa,196,248,13,2026-08-21,Persian Empire,,"POLYGON ((31.7348 30.6671, 31.7254 30.6619, 31.7141 30.6531,…"
464,Lower Egypt Nome 19 Am-Pehu,-525.5,-486.5,1088.0,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt - Lower Egypt Nome 19 Am-Pehu,Africa,Northeast Africa,196,248,14,2026-08-21,Persian Empire,,"MULTIPOLYGON (((32.08008 31.13283, 32.0887 31.13028, 32.0912…"
465,Lower Egypt Nome 2 Khensu,-525.5,-486.5,576.2,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt - Lower Egypt Nome 2 Khensu,Africa,Northeast Africa,196,247,13,2026-08-21,Persian Empire,,"POLYGON ((31.2141 29.9936, 31.2162 29.984, 31.2183 29.9762, …"
466,Lower Egypt Nome 20 Sopdu,-525.5,-486.5,1351.2,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt - Lower Egypt Nome 20 Sopdu,Africa,Northeast Africa,196,248,15,2026-08-21,Persian Empire,,"POLYGON ((31.8769 30.9657, 31.8821 30.9579, 31.8883 30.9465,…"
467,Lower Egypt Nome 3 Ahment/Ament,-525.5,-486.5,3513.4,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt - Lower Egypt Nome 3 Ahment/Ament,Africa,Northeast Africa,196,247,14,2026-08-21,Persian Empire,,"POLYGON ((30.1272 31.2637, 30.1314 31.2358, 30.1355 31.2148,…"
468,Lower Egypt Nome 4 Sap-Res,-525.5,-486.5,1131.0,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt - Lower Egypt Nome 4 Sap-Res,Africa,Northeast Africa,196,247,15,2026-08-21,Persian Empire,,"POLYGON ((30.7852 30.9235, 30.7976 30.9166, 30.8038 30.9044,…"
469,Lower Egypt Nome 5 Sap-Meh,-525.5,-486.5,2246.2,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt - Lower Egypt Nome 5 Sap-Meh,Africa,Northeast Africa,196,248,0,2026-08-21,Persian Empire,,"MULTIPOLYGON (((30.8723 31.425, 30.8764 31.4154, 30.8785 31.…"
470,Lower Egypt Nome 6 Khaset/Kaset,-525.5,-486.5,1933.7,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt - Lower Egypt Nome 6 Khaset/Kaset,Africa,Northeast Africa,196,248,1,2026-08-21,Persian Empire,,"MULTIPOLYGON (((31.1163 31.4801, 31.1259 31.47, 31.1307 31.4…"
471,Lower Egypt Nome 7 A-ment,-525.5,-486.5,1501.3,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt - Lower Egypt Nome 7 A-ment,Africa,Northeast Africa,196,248,2,2026-08-21,Persian Empire,,"POLYGON ((30.39611 31.44228, 30.4133 31.4445, 30.4233 31.437…"
472,Lower Egypt Nome 8 A-bt,-525.5,-486.5,206.8,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt - Lower Egypt Nome 8 A-bt,Africa,Northeast Africa,196,248,3,2026-08-21,Persian Empire,,"POLYGON ((31.9351 30.5595, 31.9138 30.5433, 31.8745 30.5259,…"
473,Lower Egypt Nome 9 Ati/Andjet,-525.5,-486.5,791.4,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Egypt - Lower Egypt Nome 9 Ati/Andjet,Africa,Northeast Africa,196,248,4,2026-08-21,Persian Empire,,"POLYGON ((31.2224 30.9721, 31.2286 30.9669, 31.2379 30.9642,…"
474,Upper Egypt,-525.5,-486.5,315257.4,POLITY,,(Egypt),Persian Empire - Egypt - Egypt - Upper Egypt,Africa,Northeast Africa,196,246,5,2026-08-21,Persian Empire,,"POLYGON ((29.7879 25.2122, 29.6793 25.2645, 29.5552 25.4346,…"
475,Upper Egypt Nome 1 Ta Khentit/Ta-Seti,-525.5,-486.5,3199.4,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 1 Ta Khentit/Ta-Seti,Africa,Northeast Africa,196,246,5,2026-08-21,Persian Empire,,"POLYGON ((33.1199 24.7077, 33.1221 24.6675, 33.1243 24.6237,…"
476,Upper Egypt Nome 10 Wadkhet/Uatchet,-525.5,-486.5,1390.1,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 10 Wadkhet/Uatchet,Africa,Northeast Africa,196,246,14,2026-08-21,Persian Empire,,"POLYGON ((31.5848 27.1186, 31.6179 27.0924, 31.6407 27.0645,…"
477,Upper Egypt Nome 11 Set,-525.5,-486.5,437.0,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 11 Set,Africa,Northeast Africa,196,246,15,2026-08-21,Persian Empire,,"POLYGON ((31.2034 27.1843, 31.2159 27.1765, 31.2303 27.1738,…"
478,Upper Egypt Nome 12 Tu-ph/Dw-f,-525.5,-486.5,1128.6,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 12 Tu-ph/Dw-f,Africa,Northeast Africa,196,247,0,2026-08-21,Persian Empire,,"POLYGON ((31.0959 27.4529, 31.131 27.4267, 31.1683 27.4041, …"
479,Upper Egypt Nome 13 Atef-Khent,-525.5,-486.5,584.5,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 13 Atef-Khent,Africa,Northeast Africa,196,247,1,2026-08-21,Persian Empire,,"POLYGON ((30.9588 27.3762, 30.9614 27.3744, 30.9717 27.3718,…"
480,Upper Egypt Nome 14 Atef-Pehu,-525.5,-486.5,1131.3,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 14 Atef-Pehu,Africa,Northeast Africa,196,247,2,2026-08-21,Persian Empire,,"POLYGON ((31.0462 27.6238, 31.0379 27.5959, 31.0379 27.561, …"
481,Upper Egypt Nome 15 Un/Wn,-525.5,-486.5,1261.2,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 15 Un/Wn,Africa,Northeast Africa,196,247,3,2026-08-21,Persian Empire,,"POLYGON ((31.0152 27.8733, 31.0234 27.8471, 31.0462 27.8105,…"
482,Upper Egypt Nome 16 Meh-Mahetch,-525.5,-486.5,1571.3,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 16 Meh-Mahetch,Africa,Northeast Africa,196,247,4,2026-08-21,Persian Empire,,"POLYGON ((30.9441 28.2512, 30.9566 28.2163, 30.9669 28.1901,…"
483,Upper Egypt Nome 17 Anubis/Anput,-525.5,-486.5,1352.6,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 17 Anubis/Anput,Africa,Northeast Africa,196,247,5,2026-08-21,Persian Empire,,"POLYGON ((31.0248 28.5215, 31.0331 28.4919, 31.0414 28.4657,…"
484,Upper Egypt Nome 18 Nemty/Sep,-525.5,-486.5,1222.7,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 18 Nemty/Sep,Africa,Northeast Africa,196,247,6,2026-08-21,Persian Empire,,"POLYGON ((31.3655 29.2064, 31.3448 29.1802, 31.3283 29.1593,…"
485,Upper Egypt Nome 19 Uab/Wab,-525.5,-486.5,1739.6,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 19 Uab/Wab,Africa,Northeast Africa,196,247,7,2026-08-21,Persian Empire,,"POLYGON ((31.0456 28.9984, 31.0415 28.987, 31.0415 28.987, 3…"
486,Upper Egypt Nome 2 Behde/Watjes-Hor,-525.5,-486.5,1701.8,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 2 Behde/Watjes-Hor,Africa,Northeast Africa,196,246,6,2026-08-21,Persian Empire,,"POLYGON ((33.0788 24.987, 33.0745 24.9651, 33.0593 24.9322, …"
487,Upper Egypt Nome 20 Atef-Khent,-525.5,-486.5,1391.5,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 20 Atef-Khent,Africa,Northeast Africa,196,247,8,2026-08-21,Persian Empire,,"POLYGON ((31.1957 29.204, 31.1864 29.1952, 31.1864 29.1865, …"
488,Upper Egypt Nome 21 Atef-Pehu,-525.5,-486.5,253.6,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 21 Atef-Pehu,Africa,Northeast Africa,196,247,9,2026-08-21,Persian Empire,,"POLYGON ((31.2291 29.4661, 31.2198 29.4574, 31.2094 29.446, …"
489,Upper Egypt Nome 22 Maten,-525.5,-486.5,916.0,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 22 Maten,Africa,Northeast Africa,196,247,10,2026-08-21,Persian Empire,,"POLYGON ((31.409 29.7506, 31.4131 29.7279, 31.4172 29.7087, …"
490,Upper Egypt Nome 3 Ten,-525.5,-486.5,1869.6,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 3 Ten,Africa,Northeast Africa,196,246,7,2026-08-21,Persian Empire,,"POLYGON ((32.7028 25.4448, 32.7214 25.4116, 32.7379 25.3785,…"
491,Upper Egypt Nome 4 Waset/Wast,-525.5,-486.5,2810.4,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 4 Waset/Wast,Africa,Northeast Africa,196,246,8,2026-08-21,Persian Empire,,"POLYGON ((32.68 25.4692, 32.2669 25.3145, 32.2669 25.3145, 3…"
492,Upper Egypt Nome 5 Herui,-525.5,-486.5,1613.7,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 5 Herui,Africa,Northeast Africa,196,246,9,2026-08-21,Persian Empire,,"POLYGON ((32.7745 26.2831, 32.8138 26.2622, 32.8572 26.2308,…"
493,Upper Egypt Nome 6 Aa-ta,-525.5,-486.5,1503.7,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 6 Aa-ta,Africa,Northeast Africa,196,246,10,2026-08-21,Persian Empire,,"POLYGON ((32.3421 26.2256, 32.3959 26.2343, 32.4641 26.2674,…"
494,Upper Egypt Nome 7 Seshesh,-525.5,-486.5,1028.8,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 7 Seshesh,Africa,Northeast Africa,196,246,11,2026-08-21,Persian Empire,,"POLYGON ((32.28 26.2256, 32.3421 26.2256, 32.3421 25.8727, 3…"
495,Upper Egypt Nome 8 Abdju/Abt,-525.5,-486.5,1781.6,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 8 Abdju/Abt,Africa,Northeast Africa,196,246,12,2026-08-21,Persian Empire,,"POLYGON ((32.0131 26.489, 32.0359 26.4663, 32.0524 26.4471, …"
496,Upper Egypt Nome 9 Minu,-525.5,-486.5,2016.9,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt Nome 9 Minu,Africa,Northeast Africa,196,246,13,2026-08-21,Persian Empire,,"POLYGON ((31.8103 26.8727, 31.831 26.843, 31.8538 26.8151, 3…"
497,Upper Egypt: Fayum,-525.5,-486.5,3320.3,POLITY,,(Upper Egypt),Persian Empire - Egypt - Egypt - Upper Egypt - Upper Egypt: Fayum,Africa,Northeast Africa,196,247,11,2026-08-21,Persian Empire,,"POLYGON ((31.0676 29.6564, 31.1294 29.4661, 31.1294 29.4661,…"
498,Libya,-515.5,-440.5,199133.1,POLITY,,(Egypt),Persian Empire - Egypt - Libya,Africa,Northeast Africa,196,243,14,2026-08-21,Persian Empire,,"POLYGON ((28.8724 29.843, 28.7793 29.673, 28.6707 29.4898, 2…"
499,India,-515.5,-338.5,185712.2,POLITY,,(Persian Empire),Persian Empire - India,South Asia,Pakistan,196,245,11,2026-08-21,Persian Empire,,"MULTIPOLYGON (((67.32361 24.49692, 67.32903 24.49231, 67.323…"
500,Lydia,-508.5,-499.3,613314.5,POLITY,,(Persian Empire),Persian Empire - Lydia,Southwest Asia,Anatolia-Caucasus,196,246,0,2026-08-21,Persian Empire,,"MULTIPOLYGON (((25.28031 37.41295, 25.28172 37.41045, 25.277…"
501,Kappadocia,-547.1,-375.8,53498.2,POLITY,,(Lydia),Persian Empire - Lydia - Kappadocia,Southwest Asia,Anatolia-Caucasus,196,240,14,2026-08-21,Persian Empire,,"POLYGON ((33.4454 39.9947, 33.4298 39.9893, 33.4145 39.9875,…"
502,Paphlagonia,-547.1,-375.8,53498.2,POLITY,,(Kappadocia),Persian Empire - Lydia - Kappadocia - Paphlagonia,Southwest Asia,Anatolia-Caucasus,196,240,14,2026-08-21,Persian Empire,,"POLYGON ((33.4454 39.9947, 33.4298 39.9893, 33.4145 39.9875,…"
503,Kappadokia,-539.2,-401.6,168951.9,POLITY,,(Lydia),Persian Empire - Lydia - Kappadokia,Southwest Asia,Anatolia-Caucasus,196,241,2,2026-08-21,Persian Empire,,"POLYGON ((38.3855 38.6547, 38.3659 38.639, 38.3576 38.6145, …"
504,Pontic Kappadokia,-547.1,-371.5,100275.0,POLITY,,(Kappadokia),Persian Empire - Lydia - Kappadokia - Pontic Kappadokia,Southwest Asia,Anatolia-Caucasus,196,241,2,2026-08-21,Persian Empire,,"POLYGON ((38.22 39.9033, 38.2183 39.8533, 38.2233 39.7883, 3…"
505,Tauric Kappadokia,-539.2,-401.6,68685.7,POLITY,,(Kappadokia),Persian Empire - Lydia - Kappadokia - Tauric Kappadokia,Southwest Asia,Anatolia-Caucasus,196,241,1,2026-08-21,Persian Empire,,"POLYGON ((35.681 37.6341, 35.6521 37.601, 35.6148 37.5824, 3…"
506,Lydia,-508.5,-499.3,390864.3,POLITY,,(Lydia),Persian Empire - Lydia - Lydia,Southwest Asia,Anatolia-Caucasus,196,246,0,2026-08-21,Persian Empire,,"MULTIPOLYGON (((25.28031 37.41295, 25.28172 37.41045, 25.277…"
507,Greater Phrygia,-543.5,-401.6,110942.5,POLITY,,(Lydia),Persian Empire - Lydia - Lydia - Greater Phrygia,Southwest Asia,Anatolia-Caucasus,196,241,0,2026-08-21,Persian Empire,,"POLYGON ((29.3308 37.6075, 29.2842 37.6075, 29.2125 37.6125,…"
508,Hellespontine Phrygia,-513.8,-499.2,76258.1,POLITY,,(Lydia),Persian Empire - Lydia - Lydia - Hellespontine Phrygia,Southwest Asia,Anatolia-Caucasus,196,240,15,2026-08-21,Persian Empire,,"MULTIPOLYGON (((26.35731 38.97856, 26.34942 38.97936, 26.332…"
509,Lesbos,-544.5,-499.2,1649.9,POLITY,,(Hellespontine Phrygia),Persian Empire - Lydia - Lydia - Hellespontine Phrygia - Lesbos,Southwest Asia,Anatolia-Caucasus,196,244,4,2026-08-21,Persian Empire,,"POLYGON ((26.37892 38.97445, 26.37733 38.97486, 26.36725 38.…"
510,Tenedos,-513.8,-495.5,39.4,POLITY,,(Hellespontine Phrygia),Persian Empire - Lydia - Lydia - Hellespontine Phrygia - Tenedos,Southwest Asia,Anatolia-Caucasus,196,250,8,2026-08-21,Persian Empire,,"POLYGON ((26.04845 39.789, 26.05289 39.7892, 26.05975 39.792…"
