GroupID,GroupSize,Tile,EntryIndex,LastNameSegment,StackDepth,Role,Overlays,OverlaidBy,AreaKm2,GroupWindowFrom,GroupWindowTo,DistinctWindows,MaxIntersectionRatio,ConfirmedByLog,AllOwnersEver
333,2,120/115,173,Chu; Partition of the Three Huan,1,BASE,,Qin; Wei (1% of THIS entity covered) [-284.5..-1.0],85.8,-284.5,-1.0,3,1.0,,Chu; Ji(3); Lu
333,2,120/115,290,Qin; Wei,2,OVERLAY,Chu; Partition of the Three Huan (1% of its own area) [-284.5..-1.0],,8146.2,-284.5,-1.0,3,1.0,,Qin; Wei
334,2,120/115,215,Wu,,AMBIGUOUS (cyclic evidence),,,10549.4,-478.5,-470.5,2,1.0,,Wu
334,2,120/115,259,Chu; Yue,,AMBIGUOUS (cyclic evidence),,,214.1,-478.5,-470.5,2,1.0,,Chu; Yue
335,2,120/115,257,Wu,2,OVERLAY,Yue (24% of its own area) [-478.5..-470.5],,2334.5,-478.5,-470.5,1,1.0,,Wu
335,2,120/115,258,Yue,1,BASE,,Wu (24% of THIS entity covered) [-478.5..-470.5],560.7,-478.5,-470.5,1,1.0,,Chu; Yue
336,2,120/115,271,Chu,1,BASE,,Wei (100% of THIS entity covered) [-391.5..-381.5],1345.5,-391.5,-381.5,1,1.0,,Chu
336,2,120/115,276,Wei,2,OVERLAY,Chu (100% of its own area) [-391.5..-381.5],,98.1,-391.5,-381.5,1,1.0,,Chu; Wei
337,2,120/120,87,Huaiyi,1,BASE,,Wu (100% of THIS entity covered) [-584.5..-512.5],20951.1,-584.5,-512.5,1,1.0,,Chu; Huaiyi; Shang Dynasty; Wu; Xu; Yue; Zhou Dynasty
337,2,120/120,102,Wu,2,OVERLAY,Huaiyi (100% of its own area) [-584.5..-512.5],,17780.9,-584.5,-512.5,1,1.0,,Wu
338,2,120/120,106,Wu,2,OVERLAY,Yue (41% of its own area) [-478.5..-470.5],,16760.1,-478.5,-470.5,1,1.0,,Chu; Wu; Yue
338,2,120/120,107,Yue,1,BASE,,Wu (41% of THIS entity covered) [-478.5..-470.5],6797.7,-478.5,-470.5,1,1.0,,Chu; Yue
339,2,125/005,40,Tyranny of Syracuse,2,OVERLAY,Carthage (100% of its own area) [-308.6..-307.6],,1858.3,-308.6,-307.6,1,1.0,,Tyranny of Syracuse
339,2,125/005,55,Carthage,1,BASE,,Tyranny of Syracuse (100% of THIS entity covered) [-308.6..-307.6],15559.8,-308.6,-307.6,1,1.0,,Carthage
340,2,125/010,75,Gela,2,OVERLAY,Sikeloi (41% of its own area) [-496.5..-492.5],,4215.8,-496.5,-492.5,1,0.41,,Gela
340,2,125/010,106,Sikeloi,1,BASE,,Gela (41% of THIS entity covered) [-496.5..-492.5],7172.6,-496.5,-492.5,1,0.41,,Carthage; Epirote Ally; Kingdom of Epirus; Sicelia; Sikeloi; Syracuse; Tyranny of Syracuse; UNKNOWN
341,2,125/010,106,Syracuse,2,OVERLAY,Akragas (37% of its own area) [-287.5..-286.5],,7172.6,-287.5,-286.5,1,1.0,,Carthage; Epirote Ally; Kingdom of Epirus; Sicelia; Sikeloi; Syracuse; Tyranny of Syracuse; UNKNOWN
341,2,125/010,220,Akragas,1,BASE,,Syracuse (37% of THIS entity covered) [-287.5..-286.5],2673.2,-287.5,-286.5,1,1.0,,Akragas; Kingdom of Syracuse; Syracuse; Syracuse exiles; Tyranny of Syracuse
342,2,125/010,36,Carthage; Stasis,2,OVERLAY,Carthage; Tyranny of Syracuse (100% of its own area) [-345.8..-307.6],,440.6,-345.8,-307.6,4,1.0,,Carthage; Phoenicians; Stasis
342,2,125/010,66,Carthage; Tyranny of Syracuse,1,BASE,,Carthage; Stasis (100% of THIS entity covered) [-345.8..-307.6],12523.5,-345.8,-307.6,4,1.0,,Carthage; Tyranny of Syracuse
343,2,125/010,68,Revolt,2,OVERLAY,Akragas (100% of its own area) [-472.5..-469.5],,136.6,-472.5,-469.5,1,1.0,,Agathoclid Ally; Akragas; Carthage; Kingdom of Sparta; Megaris; Revolt
343,2,125/010,79,Akragas,1,BASE,,Revolt (100% of THIS entity covered) [-472.5..-469.5],1992.3,-472.5,-469.5,1,1.0,,Akragas; Carthage; Syracuse
344,2,125/010,44,Gela; Stasis,2,OVERLAY,Carthage; Gela (100% of its own area) [-405.9..-383.5],,169.6,-405.9,-383.5,3,1.0,,Carthaginian Tributary; Dorians; Gela; Revolt; Stasis; Syracuse
344,2,125/010,88,Carthage; Gela,1,BASE,,Gela; Stasis (100% of THIS entity covered) [-405.9..-383.5],1633.7,-405.9,-383.5,3,1.0,,Akragas; Carthage; Gela; Kingdom of Syracuse; Syracuse; Syracuse exiles; Tyranny of Syracuse
345,2,125/010,54,Carthage; Kamarina; Roman Ally,2,OVERLAY,Carthage; Kamarina; Kingdom of Syracuse (100% of its own area) [-405.1..-258.3],,186.5,-405.1,-258.3,4,1.0,,Carthage; Carthaginian Tributary; Dorians; Roman Ally; Syracuse
345,2,125/010,99,Carthage; Kamarina; Kingdom of Syracuse,1,BASE,,Carthage; Kamarina; Roman Ally (100% of THIS entity covered) [-405.1..-258.3],942.8,-405.1,-258.3,4,1.0,,Carthage; Epirote Ally; Kamarina; Kingdom of Epirus; Kingdom of Syracuse; Roman Ally; Roman Republic; Syracuse; Syracuse exiles; Tyranny of Syracuse
346,2,125/010,110,Tyranny of Syracuse,1,BASE,,Syracuse exiles (3% of THIS entity covered) [-309.3..-307.5],172.6,-309.3,-307.5,1,1.0,,Carthage; Epirote Ally; Kingdom of Epirus; Kingdom of Syracuse; Sicelia; Syracuse; Tyranny of Syracuse; UNKNOWN
346,2,125/010,228,Syracuse exiles,2,OVERLAY,Tyranny of Syracuse (3% of its own area) [-309.3..-307.5],,6592.9,-309.3,-307.5,1,1.0,,Kingdom of Syracuse; Syracuse; Syracuse exiles; Tyranny of Syracuse
347,2,125/010,51,Selinus,2,OVERLAY,Carthage (100% of its own area) [-405.1..-397.6],,144.3,-405.1,-397.6,1,1.0,,Agathoclid Ally; Carthage; Carthaginian Ally; Carthaginian Tributary; Kingdom of Sparta; Megaris; Syracuse
347,2,125/010,140,Carthage,1,BASE,,Selinus (100% of THIS entity covered) [-405.1..-397.6],6908.2,-405.1,-397.6,1,1.0,,Carthage
348,2,125/010,39,Motya,2,OVERLAY,Sicily (100% of its own area) [-277.4..-276.5],,163.2,-277.4,-276.5,1,0.998,,Carthage; Phoenicians
348,2,125/010,155,Sicily,1,BASE,,Motya (100% of THIS entity covered) [-277.4..-276.5],2144.3,-277.4,-276.5,1,0.998,,Carthage; Kingdom of Epirus; Syracuse
349,2,125/010,51,Selinus,2,OVERLAY,Carthage (100% of its own area) [-392.5..-306.3],,144.3,-392.5,-306.3,2,1.0,,Agathoclid Ally; Carthage; Carthaginian Ally; Carthaginian Tributary; Kingdom of Sparta; Megaris; Syracuse
349,2,125/010,155,Carthage,1,BASE,,Selinus (100% of THIS entity covered) [-392.5..-306.3],2144.3,-392.5,-306.3,2,1.0,,Carthage; Kingdom of Epirus; Syracuse
350,2,125/010,156,Syracuse,2,OVERLAY,Carthage (32% of its own area) [-397.2..-392.5],,3652.3,-397.2,-392.5,2,1.0,,Carthage; Kingdom of Epirus; Syracuse
350,2,125/010,157,Carthage,1,BASE,,Syracuse (32% of THIS entity covered) [-397.2..-392.5],1179.7,-397.2,-392.5,2,1.0,,Carthage
351,2,125/010,50,Tyranny of Syracuse,1,BASE,,Carthage; Syracuse exiles (100% of THIS entity covered) [-311.0..-307.5],447.1,-311.0,-307.5,2,1.0,,Epirote Ally; Gela; Kingdom of Epirus; Kingdom of Syracuse; Roman Ally; Syracuse; Tyranny of Syracuse
351,2,125/010,213,Carthage; Syracuse exiles,2,OVERLAY,Tyranny of Syracuse (100% of its own area) [-311.0..-307.5],,214.8,-311.0,-307.5,2,1.0,,Carthage; Epirote Ally; Kingdom of Epirus; Kingdom of Syracuse; Syracuse; Syracuse exiles; Tyranny of Syracuse
352,2,125/010,272,Roman Ally,1,BASE,,Roman Republic (1% of THIS entity covered) [-248.5..-1.0],54.5,-248.5,-1.0,1,1.0,,Roman Ally
352,2,125/010,351,Roman Republic,2,OVERLAY,Roman Ally (1% of its own area) [-248.5..-1.0],,7007.4,-248.5,-1.0,1,1.0,,Roman Republic
353,2,125/015,92,Revolt,2,OVERLAY,Tyranny of Syracuse (100% of its own area) [-466.7..-466.5],,150.6,-466.7,-466.5,1,1.0,,Revolt; Stasis
353,2,125/015,99,Tyranny of Syracuse,1,BASE,,Revolt (100% of THIS entity covered) [-466.7..-466.5],2508.1,-466.7,-466.5,1,1.0,,Gela; Tyranny of Syracuse
354,2,125/015,108,Tyranny of Syracuse,1,BASE,,Ortygia (100% of THIS entity covered) [-344.4..-343.3],727.3,-344.4,-343.3,1,1.0,,Epirote Ally; Kingdom of Epirus; Kingdom of Syracuse; Roman Ally; Syracuse; Tyranny of Syracuse
354,2,125/015,229,Ortygia,2,OVERLAY,Tyranny of Syracuse (100% of its own area) [-344.4..-343.3],,0.3,-344.4,-343.3,1,1.0,,Syracuse
355,2,125/015,32,Civil war; Revolt; Stasis,2,OVERLAY,Kingdom of Syracuse; Syracuse; Tyranny of Syracuse (100% of its own area) [-463.7..-278.7],,150.6,-463.7,-278.7,11,1.0,,Civil war; Corinthia; Revolt; Stasis
355,2,125/015,108,Kingdom of Syracuse; Syracuse; Tyranny of Syracuse,1,BASE,,Civil war; Revolt; Stasis (100% of THIS entity covered) [-463.7..-278.7],727.3,-463.7,-278.7,11,1.0,,Epirote Ally; Kingdom of Epirus; Kingdom of Syracuse; Roman Ally; Syracuse; Tyranny of Syracuse
356,2,125/015,46,Mylae,1,BASE,,Sicelia (10% of THIS entity covered) [-396.5..-396.1],116.0,-396.5,-396.1,1,1.0,,Ionians; Rhegion
356,2,125/015,119,Sicelia,2,OVERLAY,Mylae (10% of its own area) [-396.5..-396.1],,1171.5,-396.5,-396.1,1,1.0,,Carthage; Kingdom of Syracuse; Sicelia; Syracuse; Tyranny of Syracuse; UNKNOWN
357,2,125/015,119,Tyranny of Syracuse,1,BASE,,Carthage (100% of THIS entity covered) [-311.0..-309.3],1171.5,-311.0,-309.3,1,1.0,,Carthage; Kingdom of Syracuse; Sicelia; Syracuse; Tyranny of Syracuse; UNKNOWN
357,2,125/015,252,Carthage,2,OVERLAY,Tyranny of Syracuse (100% of its own area) [-311.0..-309.3],,800.7,-311.0,-309.3,1,1.0,,Carthage; Carthaginian Ally; Kingdom of Epirus; Kingdom of Syracuse; Mamertines; Roman Ally; Syracuse; Tyranny of Syracuse; UNKNOWN
358,2,125/015,119,Tyranny of Syracuse,2,OVERLAY,Tyndaris (10% of its own area) [-344.2..-343.3],,1171.5,-344.2,-343.3,1,1.0,,Carthage; Kingdom of Syracuse; Sicelia; Syracuse; Tyranny of Syracuse; UNKNOWN
358,2,125/015,183,Tyndaris,1,BASE,,Tyranny of Syracuse (10% of THIS entity covered) [-344.2..-343.3],114.7,-344.2,-343.3,1,1.0,,Carthage; Syracuse
359,2,125/015,40,Stasis; Syracuse exiles; Tyranny of Syracuse,2,OVERLAY,Syracuse; Tyranny of Syracuse (100% of its own area) [-340.9..-312.7],,185.0,-340.9,-312.7,3,1.0,,Carthage; Carthaginian Ally; Delian League; Ionians; Mamertine Mercenaries; Mamertines; Ozolian Locris; Rhegion; Stasis; Syracuse; Syracuse exiles; Tyranny of Syracuse
359,2,125/015,119,Syracuse; Tyranny of Syracuse,1,BASE,,Stasis; Syracuse exiles; Tyranny of Syracuse (100% of THIS entity covered) [-340.9..-312.7],1171.5,-340.9,-312.7,3,1.0,,Carthage; Kingdom of Syracuse; Sicelia; Syracuse; Tyranny of Syracuse; UNKNOWN
360,2,125/015,44,Thurii,1,BASE,,Lucanians (5% of THIS entity covered) [-267.5..-1.0],199.0,-267.5,-1.0,1,1.0,,Achaea; Croton; Delian League; Epirote Ally; Italiote League; Revolt; Roman Republic; Stasis
360,2,125/015,120,Lucanians,2,OVERLAY,Thurii (5% of its own area) [-267.5..-1.0],,4313.7,-267.5,-1.0,1,1.0,,Epirote Ally; Lucanians; Roman Ally
361,2,125/015,58,Syracuse,1,BASE,,Stasis (100% of THIS entity covered) [-492.8..-492.5],694.8,-492.8,-492.5,1,1.0,,Gela; Syracuse
361,2,125/015,92,Stasis,2,OVERLAY,Syracuse (100% of its own area) [-492.8..-492.5],,150.6,-492.8,-492.5,1,1.0,,Revolt; Stasis
362,2,125/015,38,Roman Ally,2,OVERLAY,Kingdom of Syracuse (96% of its own area) [-263.5..-263.3],,208.6,-263.5,-263.3,1,0.963,,Ionians; Roman Ally
362,2,125/015,110,Kingdom of Syracuse,1,BASE,,Roman Ally (96% of THIS entity covered) [-263.5..-263.3],512.6,-263.5,-263.3,1,0.963,,Aitna; Carthage; Catane; Delian League; Epirote Ally; Kingdom of Epirus; Kingdom of Syracuse; Roman Ally; Syracuse; Syracuse exiles; Tyranny of Syracuse; UNKNOWN
363,2,125/015,111,Syracuse; Tyranny of Syracuse,1,BASE,,Sicelia; Tauromenon (100% of THIS entity covered) [-396.1..-344.2],696.3,-396.1,-344.2,2,1.0,,Carthage; Delian League; Epirote Ally; Kingdom of Epirus; Kingdom of Syracuse; Naxos; Roman Ally; Syracuse; Tauromenion; Tyranny of Syracuse
363,2,125/015,181,Sicelia; Tauromenon,2,OVERLAY,Syracuse; Tyranny of Syracuse (100% of its own area) [-396.1..-344.2],,42.1,-396.1,-344.2,2,1.0,,Corinthia; Sicelia
364,2,125/015,40,Garrison; Mamertines,,AMBIGUOUS (cyclic evidence),,,185.0,-277.4,-264.6,3,1.0,,Carthage; Carthaginian Ally; Delian League; Ionians; Mamertine Mercenaries; Mamertines; Ozolian Locris; Rhegion; Stasis; Syracuse; Syracuse exiles; Tyranny of Syracuse
364,2,125/015,252,Mamertines; Sicily,,AMBIGUOUS (cyclic evidence),,,800.7,-277.4,-264.6,3,1.0,,Carthage; Carthaginian Ally; Kingdom of Epirus; Kingdom of Syracuse; Mamertines; Roman Ally; Syracuse; Tyranny of Syracuse; UNKNOWN
365,2,125/015,102,Terina,1,BASE,,Bruttian League (5% of THIS entity covered) [-267.5..-1.0],285.7,-267.5,-1.0,1,1.0,,Croton; Epirote Ally; Italiote League
365,2,125/015,272,Bruttian League,2,OVERLAY,Terina (5% of its own area) [-267.5..-1.0],,5329.3,-267.5,-1.0,1,1.0,,Bruttian League; Epirote Ally; Roman Ally
366,2,125/015,42,Rhegion,1,BASE,,Bruttian League (4% of THIS entity covered) [-267.5..-1.0],154.4,-267.5,-1.0,1,1.0,,Delian League; Italiote League; Messenia; Revolt; Rhegion; Roman Republic; Stasis; Syracuse
366,2,125/015,273,Bruttian League,2,OVERLAY,Rhegion (4% of its own area) [-267.5..-1.0],,3614.4,-267.5,-1.0,1,1.0,,Bruttian League; Epirote Ally; Kingdom of Syracuse; Roman Ally
367,2,125/015,183,Garrison,,AMBIGUOUS (cyclic evidence),,,114.7,-265.1,-254.1,2,1.0,,Carthage; Syracuse
367,2,125/015,275,Kingdom of Syracuse; Roman Republic,,AMBIGUOUS (cyclic evidence),,,370.7,-265.1,-254.1,2,1.0,,Carthaginian Ally; Kingdom of Epirus; Kingdom of Syracuse; Mamertines; Roman Republic; Syracuse; UNKNOWN
368,2,125/020,33,Euboea,2,OVERLAY,Carystus (15% of its own area) [-446.7..-446.1],,3690.5,-446.7,-446.1,1,1.0,,Antigonid Kingdom; Euboea; Greece; Ionians; Kingdom of Lysimakhos; Kingdom of Macedonia; Macedon; Macedonian Ally; Mycenaeans; Revolt; UNKNOWN
368,2,125/020,331,Carystus,1,BASE,,Euboea (15% of THIS entity covered) [-446.7..-446.1],568.4,-446.7,-446.1,1,1.0,,Anti Spartan Alliance; Antigonid Ally; Antigonid Kingdom; Carystus; Delian League; Domain of Cassander; Hellenic League; Kingdom of Macedon; Macedonian Ally; Peloponnesian League; Persian Vassal; Revolt; Second Athenian League; Theban Ally
369,2,125/020,157,Athens,,AMBIGUOUS (cyclic evidence),,,1675.1,-319.5,-266.6,6,1.0,,Anti Macedon Alliance; Anti Spartan Alliance; Antigonid Ally; Antigonid Kingdom; Athens; Delian League; Domain of Cassander; Greek Alliance; Hellenic League; Kalaurian Amphictiony; Kingdom of Macedon; Kingdom of Macedonia; Macedonian Ally; Mycenaean Kingdoms; Peloponnesian League; Second Athenian League
369,2,125/020,911,Domain of Cassander; Garrison,,AMBIGUOUS (cyclic evidence),,,38.7,-319.5,-266.6,6,1.0,,Antigonid Kingdom; Domain of Cassander; Kingdom of Macedonia
370,2,125/020,160,Sparta,1,BASE,,Pylos (100% of THIS entity covered) [-425.6..-409.9],2245.9,-425.6,-409.9,1,1.0,,Antigonid Ally; Domain of Cassander; Domain of Polyperchon; Greek Alliance; Hellenic League; Kingdom of Macedon; Kingdom of Sparta; Macedonian Ally; Messenia; Mycenaean Kingdoms; Peloponnesian League; Theban Ally
370,2,125/020,500,Pylos,2,OVERLAY,Sparta (100% of its own area) [-425.6..-409.9],,136.0,-425.6,-409.9,1,1.0,,Delian League
371,2,125/020,178,Kingdom of Sparta,1,BASE,,Arcadian League (100% of THIS entity covered) [-365.7..-365.4],4491.2,-365.7,-365.4,1,1.0,,Greek Alliance; Kingdom of Sparta; Peloponnesian League
371,2,125/020,771,Arcadian League,2,OVERLAY,Kingdom of Sparta (100% of its own area) [-365.7..-365.4],,314.3,-365.7,-365.4,1,1.0,,Antigonid Ally; Antigonid Kingdom; Arcadian League; Domain of Cassander; Kingdom of Macedon; Macedonian Ally; Megalopolis; Stasis; Theban Ally
372,2,125/020,187,Corinthia; Stasis,,AMBIGUOUS (cyclic evidence),,,917.9,-375.4,-1.0,8,1.0,,Anti Macedon Alliance; Anti Spartan Alliance; Antigonid Ally; Antigonid Kingdom; Antipatrid Ally; Corinthia; Domain of Cassander; Domain of Polyperchon; Greek Alliance; Kingdom of Macedon; Kingdom of Macedonia; League of Argos; Macedonian Ally; Peloponnesian League; Ptolemaic Ally; Revolt; Stasis
372,2,125/020,224,Sicyon; Stasis,,AMBIGUOUS (cyclic evidence),,,229.4,-375.4,-1.0,8,1.0,,Achaean League; Anti Macedon Alliance; Antigonid Ally; Antigonid Kingdom; Antipatrid Ally; Domain of Cassander; Domain of Polyperchon; Greek Alliance; Hellenic League; Kingdom of Argos; Kingdom of Macedon; Kingdom of Macedonia; Macedonian Ally; Peloponnesian League; Ptolemaic Ally; Sicyon; Stasis; Theban Ally
373,2,125/020,187,Corinthia,,AMBIGUOUS (cyclic evidence),,,917.9,-381.8,-303.5,7,1.0,,Anti Macedon Alliance; Anti Spartan Alliance; Antigonid Ally; Antigonid Kingdom; Antipatrid Ally; Corinthia; Domain of Cassander; Domain of Polyperchon; Greek Alliance; Kingdom of Macedon; Kingdom of Macedonia; League of Argos; Macedonian Ally; Peloponnesian League; Ptolemaic Ally; Revolt; Stasis
373,2,125/020,663,Phlius,,AMBIGUOUS (cyclic evidence),,,212.0,-381.8,-303.5,7,1.0,,Antigonid Ally; Antigonid Kingdom; Domain of Cassander; Domain of Polyperchon; Greek Alliance; Hellenic League; Kingdom of Argos; Kingdom of Macedon; Kingdom of Macedonia; Macedonian Ally; Peloponnesian League; Phlius; Stasis
374,2,125/020,188,Megaris,,AMBIGUOUS (cyclic evidence),,,699.0,-740.5,-1.0,17,1.0,create ind Pisatis (overlay),Anti Macedon Alliance; Anti Spartan Alliance; Antigonid Ally; Antigonid Kingdom; Corinthia; Delian League; Domain of Cassander; Domain of Polyperchon; Greek Alliance; Kingdom of Macedon; Macedonian Ally; Megaris; Peloponnesian League; Ptolemaic Ally; Stasis
374,2,125/020,191,Corinthia; Revolt,,AMBIGUOUS (cyclic evidence),,,319.8,-740.5,-1.0,17,1.0,create ind Pisatis (overlay),Anti Macedon Alliance; Anti Spartan Alliance; Antigonid Ally; Antigonid Kingdom; Antipatrid Ally; Corinthia; Domain of Cassander; Domain of Polyperchon; Greek Alliance; Kingdom of Macedon; Kingdom of Macedonia; League of Argos; Macedonian Ally; Peloponnesian League; Ptolemaic Ally; Revolt; Stasis
375,2,125/020,189,Arcadia,1,BASE,,Mantineia (100% of THIS entity covered) [-421.7..-385.5],4318.4,-421.7,-385.5,3,1.0,,Arcadia; Arcadian League; Greek Alliance; Peloponnesian League; Stasis; Theban Ally
375,2,125/020,516,Mantineia,2,OVERLAY,Arcadia (100% of its own area) [-421.7..-385.5],,323.1,-421.7,-385.5,3,1.0,,League of Argos; Mantineia; Peloponnesian League
376,2,125/020,189,Stasis,2,OVERLAY,Tegea (7% of its own area) [-375.4..-375.1],,4318.4,-375.4,-375.1,1,1.0,,Arcadia; Arcadian League; Greek Alliance; Peloponnesian League; Stasis; Theban Ally
376,2,125/020,517,Tegea,1,BASE,,Stasis (7% of THIS entity covered) [-375.4..-375.1],288.2,-375.4,-375.1,1,1.0,,Anti Macedon Alliance; Antigonid Ally; Antigonid Kingdom; Arcadian League; Domain of Cassander; Domain of Polyperchon; Kingdom of Macedon; Peloponnesian League; Stasis; Tegea
377,2,125/020,200,Boeotia,,AMBIGUOUS (cyclic evidence),,,2906.6,-519.5,-427.5,6,1.0,,Aetolian League; Anti Spartan Alliance; Antigonid Ally; Antigonid Kingdom; Boeotia; Delian League; Greek Alliance; Macedonian Ally; Peloponnesian League; Persian Vassal; Thebes
377,2,125/020,303,Athens,,AMBIGUOUS (cyclic evidence),,,149.2,-519.5,-427.5,6,1.0,,Athens; Delian League; Greek Alliance
378,2,125/020,200,Boeotian League,,AMBIGUOUS (cyclic evidence),,,2906.6,-336.2,-291.5,2,1.0,,Aetolian League; Anti Spartan Alliance; Antigonid Ally; Antigonid Kingdom; Boeotia; Delian League; Greek Alliance; Macedonian Ally; Peloponnesian League; Persian Vassal; Thebes
378,2,125/020,668,Thebes,,AMBIGUOUS (cyclic evidence),,,921.6,-336.2,-291.5,2,1.0,,Antigonid Ally; Boeotia; Domain of Cassander; Kingdom of Macedon; Macedonian Ally; Second Athenian League; Thebes
379,2,125/020,200,Thebes,1,BASE,,Stasis (100% of THIS entity covered) [-280.5..-279.8],2906.6,-280.5,-279.8,1,1.0,,Aetolian League; Anti Spartan Alliance; Antigonid Ally; Antigonid Kingdom; Boeotia; Delian League; Greek Alliance; Macedonian Ally; Peloponnesian League; Persian Vassal; Thebes
379,2,125/020,661,Stasis,2,OVERLAY,Thebes (100% of its own area) [-280.5..-279.8],,149.0,-280.5,-279.8,1,1.0,,Kingdom of Macedon; Peloponnesian League; Stasis
380,2,125/020,202,Elis,1,BASE,,Pisatis (99% of THIS entity covered) [-684.5..-572.5],2132.7,-684.5,-572.5,1,0.993,create ind Pisatis (overlay),Elis; Greek Alliance; League of Argos; Peloponnesian League; Theban Ally
380,2,125/020,227,Pisatis,2,OVERLAY,Elis (99% of its own area) [-684.5..-572.5],,858.3,-684.5,-572.5,1,0.993,create ind Pisatis (overlay),Pisatis
381,2,125/020,202,Elis,,AMBIGUOUS (cyclic evidence),,,2132.7,-375.4,-365.5,4,1.0,,Elis; Greek Alliance; League of Argos; Peloponnesian League; Theban Ally
381,2,125/020,772,Arcadian League; Stasis,,AMBIGUOUS (cyclic evidence),,,255.5,-375.4,-365.5,4,1.0,,Anti Macedon Alliance; Antigonid Ally; Antigonid Kingdom; Arcadian League; Domain of Cassander; Kingdom of Macedon; Macedonian Ally; Peloponnesian League; Stasis; Theban Ally
382,2,125/020,205,Achaea; Achaean League,,AMBIGUOUS (cyclic evidence),,,3056.9,-367.9,-261.5,7,1.0,,Achaea; Achaean League; Anti Macedon Alliance; Antigonid Ally; Delian League; Domain of Cassander; Domain of Polyperchon; Kingdom of Macedon; Macedonian Ally; Peloponnesian League; Theban Ally
382,2,125/020,763,Pellene,,AMBIGUOUS (cyclic evidence),,,323.2,-367.9,-261.5,7,1.0,,Achaea; Achaean League; Anti Macedon Alliance; Antigonid Ally; Domain of Cassander; Domain of Polyperchon; Kingdom of Macedon; Macedonian Ally; Theban Ally
383,2,125/020,234,Ozolian Locris,,AMBIGUOUS (cyclic evidence),,,1057.4,-456.5,-366.5,5,1.0,,Aetolian League; Anti Spartan Alliance; Antigonid Ally; Domain of Cassander; Hellenic League; Kingdom of Macedon; Macedonian Ally; Ozolian Locris; Peloponnesian League; Theban Ally
383,2,125/020,385,Naupactus,,AMBIGUOUS (cyclic evidence),,,149.8,-456.5,-366.5,5,1.0,,Achaea; Anti Spartan Alliance; Delian League; Macedonian Ally; Peloponnesian League; Theban Ally
384,2,125/020,237,Malis,,AMBIGUOUS (cyclic evidence),,,771.2,-426.5,-322.1,5,0.988,,Aetolian League; Anti Spartan Alliance; Antigonid Kingdom; Delian League; Domain of Cassander; Greek Alliance; Hellenic League; Kingdom of Lysimakhos; Kingdom of Macedon; Macedon; Macedonian Ally; Malis; Persian Vassal; Theban Ally; Thessaly
384,2,125/020,525,Macedonian Ally; Peloponnesian League; Stasis,,AMBIGUOUS (cyclic evidence),,,48.4,-426.5,-322.1,5,0.988,,Macedonian Ally; Peloponnesian League; Stasis
385,2,125/020,238,Aetolia,1,BASE,,Makyneia (100% of THIS entity covered) [-695.5..-395.4],4686.1,-695.5,-395.4,1,1.0,create ind Pisatis (overlay),Aetolia; Aetolian League; Antigonid Ally; Hellenic League; Macedonian Ally; Theban Ally
385,2,125/020,384,Makyneia,2,OVERLAY,Aetolia (100% of its own area) [-695.5..-395.4],,117.4,-695.5,-395.4,1,1.0,create ind Pisatis (overlay),Corinthia
386,2,125/020,238,Aetolia,,AMBIGUOUS (cyclic evidence),,,4686.1,-367.9,-323.2,4,1.0,,Aetolia; Aetolian League; Antigonid Ally; Hellenic League; Macedonian Ally; Theban Ally
386,2,125/020,766,Calydon,,AMBIGUOUS (cyclic evidence),,,167.2,-367.9,-323.2,4,1.0,,Achaea; Macedonian Ally; Theban Ally
387,2,125/020,239,Acarnania,1,BASE,,Anactorium (100% of THIS entity covered) [-653.5..-445.5],2072.1,-653.5,-445.5,4,1.0,,Acarnania; Anti Spartan Alliance; Delian League; Domain of Cassander; Domain of Polyperchon; Kingdom of Epirus; Kingdom of Macedon; Macedonian Ally; Peloponnesian League; Second Athenian League; Theban Ally
387,2,125/020,253,Anactorium,2,OVERLAY,Acarnania (100% of its own area) [-653.5..-445.5],,163.5,-653.5,-445.5,4,1.0,,Corcyra; Corinthia; Delian League; Greek Alliance; Peloponnesian League
388,2,125/020,239,Acarnania,1,BASE,,Aetolia (100% of THIS entity covered) [-323.3..-322.2],2072.1,-323.3,-322.2,1,1.0,,Acarnania; Anti Spartan Alliance; Delian League; Domain of Cassander; Domain of Polyperchon; Kingdom of Epirus; Kingdom of Macedon; Macedonian Ally; Peloponnesian League; Second Athenian League; Theban Ally
388,2,125/020,881,Aetolia,2,OVERLAY,Acarnania (100% of its own area) [-323.3..-322.2],,100.9,-323.3,-322.2,1,1.0,,Hellenic League; Macedonian Ally
389,2,125/020,259,Hermionis,,AMBIGUOUS (cyclic evidence),,,552.9,-460.5,-395.4,2,1.0,,Anti Macedon Alliance; Antigonid Ally; Antigonid Kingdom; Delian League; Domain of Cassander; Domain of Polyperchon; Greek Alliance; Hellenic League; Hermionis; Kalaurian Amphictiony; Kingdom of Macedon; Macedonian Ally; Peloponnesian League; Troezen
389,2,125/020,367,Halieis,,AMBIGUOUS (cyclic evidence),,,109.2,-460.5,-395.4,2,1.0,,Anti Macedon Alliance; Antigonid Ally; Antigonid Kingdom; Delian League; Domain of Cassander; Domain of Polyperchon; Hellenic League; Kingdom of Macedon; Kingdom of Sparta; Macedonian Ally; Peloponnesian League; Troezen
